"","STATE.ABBREVIATION","candidate.last","year","X","X1","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman"
"3826","MA","Engel",2010,2269,2270,"Massachusetts","01","H0MA01057","","Michael","Engel, Michael",NA,"IND","","","","","10,880","5.10%",0
"3827","MA","Feegbeh",2012,18352,1836,"Massachusetts","02","H2MA02069","","William ","Feegbeh, William ",NA,"D","2,265","8.49%","","","","",0
"3828","MA","Feuer",2008,1507,1508,"Massachusetts","01","H8MA01043","","Robert A.","Feuer, Robert A.",NA,"D","8,765","20.72%","","","","",0
"3829","MA","Fishman",2012,1892,1893,"Massachusetts","06","H2MA06078","","Daniel","Fishman, Daniel",NA,"LIB","","","","","16,739","4.47%",0
"3830","MA","Fleitman",2010,22771,2278,"Massachusetts","02","H0MA02071","","Jay S.","Fleitman, Jay S.",NA,"R","8,403","43.71%","","","","",0
"3831","MA","Frank",2008,1541,1542,"Massachusetts","04","H0MA04036","(I)","Barney","Frank, Barney",NA,"D","38,642","99.02%","","","203,032","67.95%",0
"3832","MA","Frank",2010,22971,2298,"Massachusetts","04","H0MA04036","(I)","Barney","Frank, Barney",NA,"D","39,974","79.40%","","","126,194","53.90%",0
"3833","MA","Golder",2010,23491,2350,"Massachusetts","08","H0MA06056","","Frederick T.","Golder, Frederick T.",NA,"W(REP)","178","21.50%","","","","",0
"3834","MA","Golnik",2010,2313,2314,"Massachusetts","05","H0MA05066","","Jonathan A.","Golnik, Jonathan A.",NA,"R","11,384","38.55%","","","94,646","42.25%",0
"3835","MA","Golnik",2012,1848,1849,"Massachusetts","03","H0MA05066","","Jonathan A.","Golnik, Jonathan A.",NA,"R","12,928","66.32%","","","109,372","33.99%",0
"3836","MA","Gunn",2010,2266,2267,"Massachusetts","01","H0MA01065","","William L., Jr","Gunn, William L., Jr",NA,"R","13,354","99.49%","","","74,418","34.88%",0
"3837","MA","Gutta",2014,13962,1397,"Massachusetts","06","H6MA06087","","John J.","Gutta, John J.",NA,"D","691","0.96%","","","","",0
"3838","MA","Harrison",2010,23571,2358,"Massachusetts","09","H0MA09035","","Vernon M.","Harrison, Vernon M.",NA,"R","10,261","62.48%","","","59,965","26.08%",0
"3839","MA","Hayden",2010,23711,2372,"Massachusetts","10","H0MA10116","","Robert E., III","Hayden, Robert E., III",NA,"R","2,364","4.49%","","","","",0
"3840","MA","Herr",2010,2287,2288,"Massachusetts","03","H0MA03053","","Brian J.","Herr, Brian J.",NA,"R","5,584","24.96%","","","","",0
"3841","MA","Herr",2014,42941,175,"Massachusetts","S","S4MA00234","","Brian J.","Herr, Brian J.",NA,"R","117,216","99.26%","","","791,950","37.98%",0
"3842","MA","Hudak",2010,23271,2328,"Massachusetts","06","H0MA06072","","Bill","Hudak, Bill",NA,"R","20,765","76.29%","","","107,930","42.99%",0
"3843","MA","Jordan",2010,2306,2307,"Massachusetts","04","H0MA04135","","Donald M.","Jordan, Donald M.",NA,"TRI","","","","","2,873","1.23%",0
"3844","MA","Kasperowicz",2010,23721,2373,"Massachusetts","10","H0MA10058","","Raymond","Kasperowicz, Raymond",NA,"R","2,237","4.25%","","","","",0
"3845","MA","Keating",2010,23651,2366,"Massachusetts","10","H0MA10082","","William R.","Keating, William R.",NA,"D","29,953","50.93%","","","132,743","46.87%",0
"3846","MA","Keating",2012,19212,1922,"Massachusetts","09","H0MA10082","(I)","William Richard","Keating, William Richard",NA,"D","31,366","59.08%","","","212,754","58.71%",0
"3847","MA","Keating",2014,14183,1419,"Massachusetts","09","H0MA10082","(I)","William Richard ","Keating, William Richard ",NA,"D","42,716","99.20%","","","140,413","54.95%",0
"3848","MA","Kennedy",2012,18571,1858,"Massachusetts","04","H2MA04073","","Joseph P., III","Kennedy, Joseph P., III",NA,"D","36,557","89.96%","","","221,303","61.09%",0
"3849","MA","Kennedy",2014,13782,1379,"Massachusetts","04","H2MA04073","(I)","Joseph P., III","Kennedy, Joseph P., III",NA,"D","44,606","99.21%","","","184,158","97.91%",0
"3850","MA","Kerry",2008,1624,1625,"Massachusetts","S","S4MA00069","(I)","John F.","Kerry, John F.",NA,"D","342,446","68.85%","","","1,971,974","65.84%",0
"3851","MA","Lamb",2010,22861,2287,"Massachusetts","03","H0MA03046","","Martin A.","Lamb, Martin A.",NA,"R","6,963","31.12%","","","85,124","39.16%",0
"3852","MA","Lepor",2010,23581,2359,"Massachusetts","09","H0MA09043","","Keith P.","Lepor, Keith P.",NA,"R","6,026","36.69%","","","","",0
"3853","MA","Lewis",2010,23751,2376,"Massachusetts","10","H0MA10132","","Maryanne","Lewis, Maryanne",NA,"IND","","","","","16,705","5.90%",0
"3854","MA","Lynch",2008,1601,1602,"Massachusetts","09","H2MA09072","(I)","Stephen F.","Lynch, Stephen F.",NA,"D","40,332","98.85%","","","242,166","98.72%",0
"3855","MA","Lynch",2010,23531,2354,"Massachusetts","09","H2MA09072","(I)","Stephen F.","Lynch, Stephen F.",NA,"D","42,527","64.71%","","","157,071","68.30%",0
"3856","MA","Lynch",2012,1909,1910,"Massachusetts","08","H2MA09072","(I)","Stephen F.","Lynch, Stephen F.",NA,"D","29,352","98.76%","","","263,999","76.12%",0
"3857","MA","Lynch",2014,14121,1413,"Massachusetts","08","H2MA09072","(I)","Stephen F. ","Lynch, Stephen F. ",NA,"D","51,077","99.03%","","","200,644","98.67%",0
"3858","MA","Malone",2010,2370,2371,"Massachusetts","10","H0MA10074","","Joseph Daniel","Malone, Joseph Daniel",NA,"R","16,060","30.54%","","","","",0
"3859","MA","Markey",2008,1578,1579,"Massachusetts","07","H6MA07101","(I)","Edward J.","Markey, Edward J.",NA,"D","56,210","98.59%","","","212,304","75.64%",0
"3860","MA","Markey",2010,23341,2335,"Massachusetts","07","H6MA07101","(I)","Edward J.","Markey, Edward J.",NA,"D","35,573","98.79%","","","145,696","66.42%",0
"3861","MA","Markey",2012,18732,1874,"Massachusetts","05","H6MA07101","(I)","Edward J.","Markey, Edward J.",NA,"D","38,196","99.18%","","","257,490","75.49%",0
"3862","MA","Markey",2014,4291,172,"Massachusetts","S","S4MA00028","(I)","Edward J.","Markey, Edward J.",NA,"D","402,433","98.29%","","","1,289,944","61.87%",0
"3863","MA","McCarthy",2010,23281,2329,"Massachusetts","06","H0MA06080","","Robert J., Jr","McCarthy, Robert J., Jr",NA,"R","6,345","23.31%","","","","",0
"3864","MA","McGovern",2008,1530,1531,"Massachusetts","03","H4MA03022","(I)","James P.","McGovern, James P.",NA,"D","37,041","99.24%","","","227,619","98.49%",0
"3865","MA","McGovern",2010,22831,2284,"Massachusetts","03","H4MA03022","(I)","James P.","McGovern, James P.",NA,"D","32,108","99.15%","","","122,708","56.46%",0
"3866","MA","McGovern",2012,1834,1835,"Massachusetts","02","H4MA03022","(I)","James P.","McGovern, James P.",NA,"D","24,375","91.35%","","","259,257","98.45%",0
"3867","MA","McGovern",2014,13632,1364,"Massachusetts","02","H4MA03022","(I)","James P.","McGovern, James P.",NA,"D","39,852","99.28%","","","169,640","98.20%",0
"3868","MA","Meas",2010,23141,2315,"Massachusetts","05","H0MA05058","","Sam S.","Meas, Sam S.",NA,"R","7,601","25.74%","","","","",0
"3869","MA","Moulton",2014,13922,1393,"Massachusetts","06","H4MA06090","","Seth W.","Moulton, Seth W.",NA,"D","36,575","50.77%","","","149,638","54.97%",0
"3870","MA","Neal",2008,1519,1520,"Massachusetts","02","H8MA02041","(I)","Richard E.","Neal, Richard E.",NA,"D","30,017","98.81%","","","234,369","98.47%",0
"3871","MA","Neal",2010,2273,2274,"Massachusetts","02","H8MA02041","(I)","Richard E.","Neal, Richard E.",NA,"D","31,053","98.68%","","","122,751","57.33%",0
"3872","MA","Neal",2012,18221,1823,"Massachusetts","01","H8MA02041","(I)","Richard E.","Neal, Richard E.",NA,"D","40,295","65.47%","","","261,936","98.42%",0
"3873","MA","Neal",2014,13572,1358,"Massachusetts","01","H8MA02041","(I)","Richard E.","Neal, Richard E.",NA,"D","43,225","99.07%","","","167,612","97.96%",0
"3874","MA","Nuciforo",2012,1823,1824,"Massachusetts","01","H2MA01194","","Andrea F., Jr.","Nuciforo, Andrea F., Jr.",NA,"D","15,159","24.63%","","","","",0
"3875","MA","O'Leary",2010,23661,2367,"Massachusetts","10","H0MA10090","","Robert A. ","O'Leary, Robert A. ",NA,"D","28,656","48.72%","","","","",0
"3876","MA","O'Reilly",2008,1625,1626,"Massachusetts","S","S8MA00201","","Edward J.","O'Reilly, Edward J.",NA,"D","154,395","31.04%","","","","",0
"3877","MA","Olver",2008,1506,1507,"Massachusetts","01","H2MA01020","(I)","John W.","Olver, John W.",NA,"D","33,513","79.20%","","","215,696","72.85%",0
"3878","MA","Olver",2010,22631,2264,"Massachusetts","01","H2MA01020","(I)","John W.","Olver, John W.",NA,"D","43,363","99.54%","","","128,011","60.00%",0
"3879","MA","Perry",2010,23691,2370,"Massachusetts","10","H0MA10066","","Jeffrey Davis ","Perry, Jeffrey Davis ",NA,"R","31,851","60.56%","","","120,029","42.38%",0
"3880","MA","Robinson",2012,18592,1860,"Massachusetts","04","H8MA04047","","Herb","Robinson, Herb",NA,"D","1,373","3.38%","","","","",0
"3881","MA","Romero",2012,19011,1902,"Massachusetts","07","H2MA08058","","Karla","Romero, Karla",NA,"IND","","","","","41,199","16.29%",0
"3882","MA","Rosa",2012,18692,1870,"Massachusetts","04","H0MA09027","","David A.","Rosa, David A.",NA,"IND","","","","","10,741","2.97%",0
"3883","MA","Schwartz",2014,13853,1386,"Massachusetts","05","H4MA05175","","Sheldon","Schwartz, Sheldon",NA,"D","13,070","18.61%","","","","",0
"3884","MA","Selvaggi",2012,19122,1913,"Massachusetts","08","H2MA08066","","Joe","Selvaggi, Joe",NA,"R","5,968","59.11%","","","82,242","23.71%",0
"3885","MA","Semon",2012,18781,1879,"Massachusetts","05","H2MA07092","","Jeffrey M.","Semon, Jeffrey M.",NA,"R","3,250","27.93%","","","","",0
"3886","MA","Shapiro",2010,23161,2317,"Massachusetts","05","H0MA05082","","Robert L.","Shapiro, Robert L.",NA,"R","4,351","14.73%","","","","",0
"3887","MA","Sheets",2010,2376,2377,"Massachusetts","10","H0MA10124","","James A.","Sheets, James A.",NA,"IND","","","","","10,445","3.69%",0
"3888","MA","Shein",2012,18242,1825,"Massachusetts","01","H2MA01202","","Bill","Shein, Bill",NA,"D","6,059","9.84%","","","","",0
"3889","MA","Sheldon",2012,19251,1926,"Massachusetts","09","H2MA09189","","Christopher","Sheldon, Christopher",NA,"R","11,046","50.58%","","","116,531","32.15%",0
"3890","MA","Sholley",2008,1544,1545,"Massachusetts","04","H8MA04054","","Earl H.","Sholley, Earl H.",NA,"R","4,087","99.01%","","","75,571","25.29%",0
"3891","MA","Sholley",2010,23021,2303,"Massachusetts","04","H8MA04054","","Earl H.","Sholley, Earl H.",NA,"R","7,782","39.59%","","","","",0
"3892","MA","Shores",2014,14233,1424,"Massachusetts","09","H4MA09086","","Daniel L.","Shores, Daniel L.",NA,"R","6,973","23.58%","","","","",0
"3893","MA","Steinhof",2012,18641,1865,"Massachusetts","04","H2MA04107","","David L.","Steinhof, David L.",NA,"R","2,669","13.17%","","","","",0
"3894","MA","Stockwell",2014,14022,1403,"Massachusetts","06","H4MA06124 ","","Christopher J. ","Stockwell, Christopher J. ",NA,"IND","","","","","10,373","3.81%",0
"3895","MA","Stopa",2010,22881,2289,"Massachusetts","03","H0MA03087","","Michael P.","Stopa, Michael P.",NA,"R","3,701","16.54%","","","","",0
"3896","MA","Sutter",2012,19221,1923,"Massachusetts","09","H2MA09171","","C. Samuel","Sutter, C. Samuel",NA,"D","21,675","40.83%","","","","",0
"3897","MA","Temperley",2012,19131,1914,"Massachusetts","08","H2MA10112","","Matias","Temperley, Matias",NA,"R","4,081","40.42%","","","","",0
"3898","MA","Tierney",2008,1566,1567,"Massachusetts","06","H4MA06033","(I)","John F.","Tierney, John F.",NA,"D","36,646","98.71%","","","226,216","70.40%",0
"3899","MA","Tierney",2010,23241,2325,"Massachusetts","06","H4MA06033","(I)","John F.","Tierney, John F.",NA,"D","28,136","98.15%","","","142,732","56.85%",0
"3900","MA","Tierney",2010,23381,2339,"Massachusetts","07","H0MA07047","","Thomas P.","Tierney, Thomas P.",NA,"R","7,302","43.57%","","","","",0
"3901","MA","Tierney",2012,18762,1877,"Massachusetts","05","H4MA05043","","Tom","Tierney, Tom",NA,"R","4,789","41.16%","","","82,944","24.32%",0
"3902","MA","Tierney",2012,18861,1887,"Massachusetts","06","H4MA06033","(I)","John F.","Tierney, John F.",NA,"D","28,395","98.21%","","","180,942","48.28%",0
"3903","MA","Tierney",2014,13932,1394,"Massachusetts","06","H4MA06033","(I)","John F.","Tierney, John F.",NA,"D","28,915","40.14%","","","","",0
"3904","MA","Tisei",2012,18891,1890,"Massachusetts","06","H2MA00014","","Richard R.","Tisei, Richard R.",NA,"R","18,331","99.00%","","","176,612","47.12%",0
"3905","MA","Tisei",2014,13991,1400,"Massachusetts","06","H2MA00014","","Richard R.","Tisei, Richard R.",NA,"R","18,227","99.22%","","","111,989","41.14%",0
"3906","MA","Tsongas",2008,1554,1555,"Massachusetts","05","H8MA05143","(I)","Nicola S.","Tsongas, Nicola S.",NA,"D","40,248","98.72%","","","225,947","98.71%",1
"3907","MA","Tsongas",2010,23101,2311,"Massachusetts","05","H8MA05143","(I)","Nicola S.","Tsongas, Nicola S.",NA,"D","29,773","98.92%","","","122,858","54.84%",1
"3908","MA","Tsongas",2012,18451,1846,"Massachusetts","03","H8MA05143","(I)","Nicola S.","Tsongas, Nicola S.",NA,"D","24,105","99.19%","","","212,119","65.93%",1
"3909","MA","Tsongas",2014,13691,1370,"Massachusetts","03","H8MA05143","(I)","Nicola S.","Tsongas, Nicola S.",NA,"D","39,152","98.98%","","","139,104","62.96%",1
"3910","MA","Underwood",2008,1635,1636,"Massachusetts","S","S8MA00235","","Robert J.","Underwood, Robert J.",NA,"LBT","n/a","","","","93,713","3.13%",0
"3911","MA","Van Nes",2010,23771,2378,"Massachusetts","10","H0MA10140","","Joe","Van Nes, Joe",NA,"BHT","","","","","3,084","1.09%",0
"3912","MA","Warren",2012,1937,1938,"Massachusetts","S","S2MA00170","","Elizabeth A.","Warren, Elizabeth A.",NA,"D","308,979","97.59%","","","1,696,346","53.74%",1
"3913","MA","Weaver",2010,23151,2316,"Massachusetts","05","H0MA05108","","Thomas J.M.","Weaver, Thomas J.M.",NA,"R","6,143","20.80%","","","","",0
"3914","MA","Weaver",2012,18491,1850,"Massachusetts","03","H0MA05108","","Thomas J.M.","Weaver, Thomas J.M.",NA,"R","6,527","33.48%","","","","",0
"3915","MA","Wesley",2010,22761,2277,"Massachusetts","02","H0MA02089","","Thomas A. ","Wesley, Thomas A. ",NA,"R","10,780","56.08%","","","91,209","42.60%",0
"3916","MA","Wilt",2014,13891,1390,"Massachusetts","05","H4MA05167","","William F.","Wilt, William F.",NA,"W","","","","","1","0.00%",0
"3917","MA","Wofford",2014,13721,1373,"Massachusetts","03","H4MA03097","","Roseann L. Ehrhard ","Wofford, Roseann L. Ehrhard ",NA,"R","12,731","99.34%","","","81,638","36.95%",1
"3918","MD","Afzali",2012,17561,1757,"Maryland","06","H2MD06229 ","","Kathy ","Afzali, Kathy ",NA,"R","4,115","10.19%","","","","",1
"3919","MD","Ahmad",2012,18152,1816,"Maryland","S","S8MD00088","","Dean","Ahmad, Dean",NA,"LIB","","","","","32,252","1.22%",0
"3920","MD","Alexander",2010,2241,2242,"Maryland","S","S0MD00341","","Joseph","Alexander, Joseph",NA,"R","14,270","5.86%","","","","",0
"3921","MD","Alexander",2012,18051,1806,"Maryland","S","S2MD00453 ","","Joseph","Alexander, Joseph",NA,"R","18,171","8.90%","","","","",0
"3922","MD","Alexander",2014,13361,1337,"Maryland","07","H4MD07082","","Bryant","Alexander, Bryant",NA,"D","4,786","6.21%","","","","",0
"3923","MD","Alzona",2012,17842,1785,"Maryland","08","H6MD08432","","Gus ","Alzona, Gus ",NA,"R","2,542","8.80%","","","","",0
"3924","MD","Arminio",2008,1417,1418,"Maryland","01","H8MD01102","","Joe","Arminio, Joe",NA,"R","1,277","1.65%","","","","",0
"3925","MD","Arness",2014,13202,1321,"Maryland","05","H4MD05144","","Mark Kenneth","Arness, Mark Kenneth",NA,"R","6,050","30.93%","","","","",0
"3926","MD","Asbury",2010,2247,2248,"Maryland","S","S8MD00203","","Barry Steve","Asbury, Barry Steve",NA,"R","6,011","2.47%","","","","",0
"3927","MD","Asbury",2010,2255,2256,"Maryland","S","S0MD00432","","Claud L.","Asbury, Claud L.",NA,"W","","","","","204","0.01%",0
"3928","MD","Atkins",2010,2138,2139,"Maryland","02","H0MD02164","","Raymond","Atkins, Raymond",NA,"D","7,405","12.97%","","","","",0
"3929","MD","Auerbach",2012,17432,1744,"Maryland","05","H2MD05445","","Bob","Auerbach, Bob ",NA,"GRE","*","","","","5,040","1.47%",0
"3930","MD","Babula",2008,1444,1445,"Maryland","04","H8MD04148","","Michael","Babula, Michael",NA,"D","1,429","1.08%","","","","",0
"3931","MD","Bailey",2008,1460,1461,"Maryland","05","H8MD05087","","Collins","Bailey, Collins",NA,"R","12,382","44.02%","","","82,631","23.97%",0
"3932","MD","Bailey",2010,21831,2184,"Maryland","05","H8MD05087 ","","Collins A.","Bailey, Collins A.",NA,"R","9,001","31.11%","","","","",0
"3933","MD","Bailey",2012,17512,1752,"Maryland","06","H2MD06203 ","","Charles ","Bailey, Charles ",NA,"D","1,572","4.17%","","","","",0
"3934","MD","Baker",2012,1817,1818,"Maryland","S","S2MD00503 ","","Brandy","Baker, Brandy",NA,"W","","","","","151","0.01%",0
"3935","MD","Banach",2014,1292,1293,"Maryland","02","H4MD02174","","David ","Banach, David ",NA,"R","14,990","100.00%","","","70,411","35.86%",0
"3936","MD","Banks",2008,1418,1419,"Maryland","01","H8MD01151","","Robert Joseph","Banks, Robert Joseph",NA,"R","1,186","1.53%","","","","",0
"3937","MD","Bartlett",2008,1467,1468,"Maryland","06","H2MD06054","(I)","Roscoe","Bartlett, Roscoe",NA,"R","51,635","77.64%","","","190,926","57.76%",0
"3938","MD","Bartlett",2010,21911,2192,"Maryland","06","H2MD06054","(I)","Roscoe G.","Bartlett, Roscoe G.",NA,"R","49,056","69.84%","","","148,820","61.45%",0
"3939","MD","Bartlett",2012,17542,1755,"Maryland","06","H2MD06054","(I)","Roscoe G. ","Bartlett, Roscoe G. ",NA,"R","17,600","43.59%","","","117,313","37.90%",0
"3940","MD","Bartosz",2010,2160,2161,"Maryland","03","H0MD03154","","Greg","Bartosz, Greg",NA,"R","6,597","26.85%","","","","",0
"3941","MD","Bent",2010,2180,2181,"Maryland","05","H0MD05134","","Sylvanus G.","Bent, Sylvanus G.",NA,"D","3,147","4.59%","","","","",0
"3942","MD","Blagmon",2012,17961,1797,"Maryland","S","S2MD00362","","Raymond Levi","Blagmon, Raymond Levi",NA,"D","5,909","1.82%","","","","",0
"3943","MD","Bly",2008,1486,1487,"Maryland","07","H8MD07042","","Ray","Bly, Ray",NA,"R/W","3,875","26.79%","","","13","0.00%",0
"3944","MD","Bly",2010,2210,2211,"Maryland","07","H8MD07042","","Ray","Bly, Ray",NA,"REP/W","1,766","13.53%","","","20","0.01%",0
"3945","MD","Bly",2012,17081,1709,"Maryland","02","H8MD07042","","Ray ","Bly, Ray ",NA,"W","","","","","22","0.01%",0
"3946","MD","Bly",2014,13402,1341,"Maryland","07","H8MD07042","","Ray","Bly, Ray",NA,"R","5,195","45.22%","","","","",0
"3947","MD","Boardman",2010,2140,2141,"Maryland","02","H6MD02187","","Christopher C.","Boardman, Christopher C.",NA,"D","3,575","6.26%","","","","",0
"3948","MD","Boda",2012,16921,1693,"Maryland","01","H2MD01170","","Muir Wayne","Boda, Muir Wayne",NA,"LIB","","","","","12,857","3.81%",0
"3949","MD","Bongino",2012,18032,1804,"Maryland","S","S2MD00370","","Daniel John ","Bongino, Daniel John ",NA,"R","68,597","33.58%","","","693,291","26.33%",0
"3950","MD","Bongino",2014,13282,1329,"Maryland","06","H4MD06191","","Dan ","Bongino, Dan ",NA,"R","23,933","83.53%","","","91,930","48.25%",0
"3951","MD","Brinkley",2012,17551,1756,"Maryland","06","H2MD06187","","David R. ","Brinkley, David R. ",NA,"R","7,987","19.78%","","","","",0
"3952","MD","Broadus",2008,1449,1450,"Maryland","04","H8MD04155","","Robert","Broadus, Robert",NA,"R/W","2,748","21.84%","","","48","0.02%",0
"3953","MD","Broadus",2010,21731,2174,"Maryland","04","H8MD04155","","Robert","Broadus, Robert",NA,"R","6,828","100.00%","","","31,467","16.39%",0
"3954","MD","Broadus",2012,18062,1807,"Maryland","S","S2MD00396","","Robert ""BRO""","Broadus, Robert ""BRO""",NA,"R","11,020","5.39%","","","","",0
"3955","MD","Busch",2012,17751,1776,"Maryland","07","H2MD07060 ","","Ty Glen ","Busch, Ty Glen ",NA,"W","","","","","10","0.00%",0
"3956","MD","Calpino",2012,16941,1695,"Maryland","01","H2MD01188","","Michael","Calpino, Michael",NA,"W","","","","","71","0.02%",0
"3957","MD","Capps",2012,1811,1812,"Maryland","S","S2MD00354","","William Thomas, Jr.","Capps, William Thomas, Jr.",NA,"R","7,092","3.47%","","","","",0
"3958","MD","Cardarelli",2010,2142,2143,"Maryland","02","H0MD02149","","Marcelo","Cardarelli, Marcelo",NA,"R","10,427","46.09%","","","69,523","33.28%",0
"3959","MD","Cardin",2012,17931,1794,"Maryland","S","S6MD03177","(I)","Ben","Cardin, Ben",NA,"D","240,704","74.24%","","","1,474,028","55.98%",0
"3960","MD","Chaffe",2010,2184,2185,"Maryland","05","H0MD05142","","Chris","Chaffe, Chris",NA,"R","1,631","5.64%","","","","",0
"3961","MD","Chaffee",2014,1319,1320,"Maryland","05","H4MD05169","","Chris","Chaffee, Chris",NA,"R","8,137","41.60%","","","80,752","35.72%",0
"3962","MD","Christopher",2014,13071,1308,"Maryland","04","H4MD04113","","Warren","Christopher, Warren",NA,"D","8,021","13.01%","","","","",0
"3963","MD","Clark",2008,1501,1502,"Maryland","08","H8MD08198","","Gordon","Clark, Gordon",NA,"GRE","n/a","G","","","6,828","2.23%",0
"3964","MD","Clark",2010,21981,2199,"Maryland","06","H0MD06173","","J. Casey","Clark, J. Casey",NA,"D","11,449","34.64%","","","","",0
"3965","MD","Coblentz",2012,17601,1761,"Maryland","06","H2MD06237","","Robert   ","Coblentz, Robert   ",NA,"R","970","2.40%","","","","",0
"3966","MD","Cohen",2010,22421,2243,"Maryland","S","S0MD00358","","Neil H.","Cohen, Neil H.",NA,"R","13,869","5.70%","","","","",0
"3967","MD","Croft",2008,1469,1470,"Maryland","06","H8MD06101","","Tom","Croft, Tom",NA,"R","4,895","7.36%","","","","",0
"3968","MD","Cummings",2008,1482,1483,"Maryland","07","H6MD07160","(I)","Elijah","Cummings, Elijah",NA,"D","98,027","93.05%","","","227,379","79.50%",0
"3969","MD","Cummings",2010,22051,2206,"Maryland","07","H6MD07160","(I)","Elijah","Cummings, Elijah",NA,"D","59,649","91.02%","","","152,669","75.18%",0
"3970","MD","Cummings",2012,17672,1768,"Maryland","07","H6MD07160","(I)","Elijah","Cummings, Elijah",NA,"D","49,625","100.00%","","","247,770","76.52%",0
"3971","MD","Cummings",2014,13352,1336,"Maryland","07","H6MD07160","(I)","Elijah","Cummings, Elijah",NA,"D","69,790","90.59%","","","144,639","69.94%",0
"3972","MD","Cusick",2008,1458,1459,"Maryland","05","H8MD05079","","James Patrick, Sr.","Cusick, James Patrick, Sr.",NA,"D","19,067","17.40%","","","","",0
"3973","MD","Cusick",2012,17971,1798,"Maryland","S","S2MD00404 ","","J. P.","Cusick, J. P.",NA,"D","4,778","1.47%","","","","",0
"3974","MD","Dann",2008,1462,1463,"Maryland","05","H8MD05095","","Jesse James","Dann, Jesse James",NA,"R","7,619","27.09%","","","","",0
"3975","MD","Davis",2008,1420,1421,"Maryland","01","H8MD01169","","Richard James","Davis, Richard James",NA,"LBT","n/a","","","","8,873","2.46%",0
"3976","MD","Davis",2010,2131,2132,"Maryland","01","H8MD01169","","Richard James","Davis, Richard James",NA,"LIB","*","","","","10,876","3.79%",0
"3977","MD","Defibaugh",2010,21611,2162,"Maryland","03","H6MD05149","","Thomas, Sr.","Defibaugh, Thomas, Sr.",NA,"R","2,215","9.01%","","","","",0
"3978","MD","Degen",2012,17042,1705,"Maryland","02","H2MD02244","","Vlad","Degen, Vlad",NA,"R","324","1.57%","","","","",0
"3979","MD","Deibert",2008,1475,1476,"Maryland","06","H8MD06077","","Robin L.","Deibert, Robin L.",NA,"D","5,800","9.87%","","","","",1
"3980","MD","Delaney",2012,17481,1749,"Maryland","06","H2MD06195","","John ","Delaney, John ",NA,"D","20,414","54.17%","","","181,921","58.77%",0
"3981","MD","Delaney",2014,13263,1327,"Maryland","06","H2MD06195","(I)","John K.","Delaney, John K.",NA,"D","33,289","100.00%","","","94,704","49.70%",0
"3982","MD","Dempsey",2010,2243,2244,"Maryland","S","S0MD00291","","Stephens","Dempsey, Stephens",NA,"R","9,517","3.91%","","","","",0
"3983","MD","Dickson",2010,2214,2215,"Maryland","07","H0MD07098","","Fred Donald, Jr.","Dickson, Fred Donald, Jr.",NA,"W","","","","","55","0.03%",0
"3984","MD","Dickson",2014,13371,1338,"Maryland","07","H0MD07098","","Fred Donald, Jr. ","Dickson, Fred Donald, Jr. ",NA,"D","2,460","3.19%","","","","",0
"3985","MD","Dougherty",2008,1473,1474,"Maryland","06","H8MD06069","","Jennifer P.","Dougherty, Jennifer P.",NA,"D","25,967","44.18%","","","128,207","38.79%",1
"3986","MD","Douglas",2012,18042,1805,"Maryland","S","S2MD00388","","Richard J.","Douglas, Richard J.",NA,"R","57,776","28.28%","","","","",0
"3987","MD","Dowlut",2010,21461,2147,"Maryland","02","H0MD02172","","Josh","Dowlut, Josh",NA,"R","1,067","4.72%","","","","",0
"3988","MD","Drgos",2012,17191,1720,"Maryland","03","H2MD03168","","Paul W., Jr. ","Drgos, Paul W., Jr. ",NA,"LIB","","","","","11,028","3.45%",0
"3989","MD","Duck",2008,1474,1475,"Maryland","06","H6MD06121","","Andrew","Duck, Andrew",NA,"D","21,629","36.80%","","","","",0
"3990","MD","Duck",2010,21971,2198,"Maryland","06","H6MD06121","","Andrew ","Duck, Andrew ",NA,"D","21,605","65.36%","","","80,455","33.22%",0
"3991","MD","Dymowski",2012,17061,1707,"Maryland","02","H2MD02293","","Leo Wayne","Dymowski, Leo Wayne",NA,"LIB","","","","","9,344","3.16%",0
"3992","MD","Edwards",2008,1440,1441,"Maryland","04","H6MD04183","","Donna","Edwards, Donna #",NA,"D","78,008","58.86%","","","258,704","85.83%",1
"3993","MD","Edwards",2010,21681,2169,"Maryland","04","H6MD04183","(I)","Donna","Edwards, Donna",NA,"D","56,737","83.56%","","","160,228","83.44%",1
"3994","MD","Edwards",2012,17232,1724,"Maryland","04","H6MD04183","(I)","Donna F.","Edwards, Donna F.",NA,"D","42,815","91.80%","","","240,385","77.17%",1
"3995","MD","Edwards",2014,13062,1307,"Maryland","04","H6MD04183","(I)","Donna F. ","Edwards, Donna F. ",NA,"D","53,648","86.99%","","","134,628","70.18%",1
"3996","MD","English",2012,17792,1780,"Maryland","08","H6MD08333","","George","English, George",NA,"D","3,041","7.79%","","","","",0
"3997","MD","English",2014,13473,1348,"Maryland","08","H6MD08333","","George","English, George",NA,"D","3,834","5.78%","","","","",0
"3998","MD","Evans",2010,22591,2260,"Maryland","S","S0MD00473","","Robert J.","Evans, Robert J.",NA,"W","","","","","14","0.00%",0
