"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","FOOTNOTES","X","X.1","X.2","year"
"4610",4611,"Texas","TX","13","H0TX13079","","John T., Jr.","Burwell","Burwell, John T., Jr.","","LIB","*","","","","5,650","4.34%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4613",4614,"Texas","TX","14","H6TX22101","(I)","Ron","Paul","Paul, Ron","","R","45,990","80.77%","","","140,623","75.99%","","","","",NA,NA,"2010"
"4614",4615,"Texas","TX","14","H0TX14143","","Tim","Graney","Graney, Tim","","R","5,499","9.66%","","","","","","","","",NA,NA,"2010"
"4615",4616,"Texas","TX","14","H0TX14119","","John","Gay","Gay, John","","R","3,004","5.28%","","","","","","","","",NA,NA,"2010"
"4616",4617,"Texas","TX","14","H0TX14135","","Gerald D.","Wall","Wall, Gerald D.","","R","2,448","4.30%","","","","","","","","",NA,NA,"2010"
"4618",4619,"Texas","TX","14","H0TX14168","","Robert","Pruett","Pruett, Robert","","D","6,842","41.59%","1,575","54.61%","44,431","24.01%","","","","",NA,NA,"2010"
"4619",4620,"Texas","TX","14","H0TX14150","","Winston","Cochran","Cochran, Winston","","D","5,112","31.07%","1,309","45.39%","","","","","","",NA,NA,"2010"
"4620",4621,"Texas","TX","14","H0TX14127","","Jeff","Cherry","Cherry, Jeff","","D","4,498","27.34%","","","","","","","","",NA,NA,"2010"
"4624",4625,"Texas","TX","15","H6TX15055","(I)","Rubén","Hinojosa","Hinojosa, Rubén","","D","37,430","83.71%","","","53,546","55.73%","","","","",NA,NA,"2010"
"4625",4626,"Texas","TX","15","H0TX15066","","Doug ""La Perla""","Purl","Purl, Doug ""La Perla""","","D","7,282","16.29%","","","","","","","","",NA,NA,"2010"
"4627",4628,"Texas","TX","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","R","4,201","32.54%","1,558","56.76%","39,964","41.59%","","","","",NA,NA,"2010"
"4628",4629,"Texas","TX","15","H4TX15076","","Paul B.","Haring","Haring, Paul B.","","R","5,401","41.83%","1,187","43.24%","","","","","","",NA,NA,"2010"
"4629",4630,"Texas","TX","15","H0TX15058","","Daniel","Garza","Garza, Daniel","","R","3,310","25.64%","","","","","","","","",NA,NA,"2010"
"4631",4632,"Texas","TX","15","H0TX15082","","Aaron I.","Cohn","Cohn, Aaron I.","","LIB","*","","","","2,570","2.67%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4632",4633,"Texas","TX","15","H0TX15074","","Jenell","Redding","Redding, Jenell","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4635",4636,"Texas","TX","16","H6TX00115","(I)","Silvestre","Reyes","Reyes, Silvestre","","D","26,066","100.00%","","","49,301","58.07%","","","","",NA,NA,"2010"
"4637",4638,"Texas","TX","16","H0TX16064","","Tim","Besco","Besco, Tim","","R","9,817","100.00%","","","31,051","36.58%","","","","",NA,NA,"2010"
"4639",4640,"Texas","TX","16","H0TX16072","","Bill","Collins","Collins, Bill","","LIB","*","","","","4,319","5.09%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4640",4641,"Texas","TX","16","H0TX16080","","Tim","Collins","Collins, Tim","","W","","","","","221","0.26%","","","","",NA,NA,"2010"
"4643",4644,"Texas","TX","17","H0TX17104","","Bill","Flores","Flores, Bill","","R","21,479","33.04%","21,913","65.13%","106,696","61.80%","","","","",NA,NA,"2010"
"4644",4645,"Texas","TX","17","H8TX17107","","Rob","Curnock","Curnock, Rob","","R","18,679","28.74%","11,730","34.87%","","","","","","",NA,NA,"2010"
"4645",4646,"Texas","TX","17","H4TX17072","","Dave","McIntyre","McIntyre, Dave","","R","11,870","18.26%","","","","","","","","",NA,NA,"2010"
"4646",4647,"Texas","TX","17","H0TX17062","","Chuck","Wilson","Wilson, Chuck","","R","9,853","15.16%","","","","","","","","",NA,NA,"2010"
"4647",4648,"Texas","TX","17","H0TX17070","","Timothy","Delasandro","Delasandro, Timothy","","R","3,119","4.80%","","","","","","","","",NA,NA,"2010"
"4649",4650,"Texas","TX","17","H8TX06035","(I)","Chet","Edwards","Edwards, Chet","","D","11,244","100.00%","","","63,138","36.57%","","","","",NA,NA,"2010"
"4651",4652,"Texas","TX","17","H0TX17112","","Richard B.","Kelly","Kelly, Richard B.","","LIB","*","","","","2,808","1.63%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4654",4655,"Texas","TX","18","H4TX18054","(I)","Sheila Jackson","Lee","Lee, Sheila Jackson","","D","21,570","66.96%","","","85,108","70.15%","","","","",NA,NA,"2010"
"4655",4656,"Texas","TX","18","H0TX18219","","Jarvis","Johnson","Johnson, Jarvis","","D","9,133","28.35%","","","","","","","","",NA,NA,"2010"
"4656",4657,"Texas","TX","18","H0TX18227","","Sean","Roberts","Roberts, Sean","","D","1,508","4.68%","","","","","","","","",NA,NA,"2010"
"4658",4659,"Texas","TX","18","H8TX18139","","John ","Faulk","Faulk, John ","","R","5,188","56.82%","","","33,067","27.26%","","","","",NA,NA,"2010"
"4659",4660,"Texas","TX","18","H0TX18201","","Brenda","Page","Page, Brenda","","R","2,743","30.04%","","","","","","","","",NA,NA,"2010"
"4660",4661,"Texas","TX","18","H0TX18193","","Tex","Christopher","Christopher, Tex","","R","1,199","13.13%","","","","","","","","",NA,NA,"2010"
"4662",4663,"Texas","TX","18","H8TX18154","","Mike","Taylor","Taylor, Mike","","LIB","*","","","","3,118","2.57%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4663",4664,"Texas","TX","18","H0TX18235","","Charles B. ""ChuckM""","Meyer","Meyer, Charles B. ""ChuckM""","","W","","","","","28","0.02%","","","","",NA,NA,"2010"
"4666",4667,"Texas","TX","19","H4TX19102","(I)","Randy","Neugebauer","Neugebauer, Randy","","R","63,780","100.00%","","","106,059","77.78%","","","","",NA,NA,"2010"
"4668",4669,"Texas","TX","19","H0TX19043","","Andy","Wilson","Wilson, Andy","","D","8,256","100.00%","","","25,984","19.06%","","","","",NA,NA,"2010"
"4670",4671,"Texas","TX","19","H4TX19235","","Richard ""Chip""","Peterson","Peterson, Richard ""Chip""","","LIB","*","","","","4,315","3.16%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4673",4674,"Texas","TX","20","H8TX20077","(I)","Charles A.","Gonzales","Gonzales, Charles A.","","D","16,935","100.00%","","","58,645","63.62%","","","","",NA,NA,"2010"
"4675",4676,"Texas","TX","20","H0TX20066","","Clayton","Trotter","Trotter, Clayton","","R","3,838","32.46%","2,430","71.74%","31,757","34.45%","","","","",NA,NA,"2010"
"4676",4677,"Texas","TX","20","H0TX20074","","Joseph ""Jamie""","Martinez","Martinez, Joseph ""Jamie""","","R","3,510","29.69%","957","28.26%","","","","","","",NA,NA,"2010"
"4677",4678,"Texas","TX","20","H0TX20082","","Charles A., Jr.","Shipp","Shipp, Charles A., Jr.","","R","2,479","20.97%","","","","","","","","",NA,NA,"2010"
"4678",4679,"Texas","TX","20","H0TX20058","","Alan","Strack","Strack, Alan","","R","1,997","16.89%","","","","","","","","",NA,NA,"2010"
"4680",4681,"Texas","TX","20","H8TX28039","","Michael ""Commander""","Idrogo","Idrogo, Michael ""Commander""","","LIB","*","","","","1,783","1.93%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4683",4684,"Texas","TX","21","H6TX21012","(I)","Lamar","Smith","Smith, Lamar","","R","61,923","81.38%","","","162,924","68.88%","","","","",NA,NA,"2010"
"4684",4685,"Texas","TX","21","H0TX21106","","Stephen","Schoppe","Schoppe, Stephen","","R","14,166","18.62%","","","","","","","","",NA,NA,"2010"
"4686",4687,"Texas","TX","21","H0TX21080","","Lainey","Melnick","Melnick, Lainey","","D","14,773","100.00%","","","65,927","27.87%","","","","",NA,NA,"2010"
"4688",4689,"Texas","TX","21","H6TX21178","","James Arthur","Strohm","Strohm, James Arthur","","LIB","*","","","","7,694","3.25%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4691",4692,"Texas","TX","22","H8TX22107","(I)","Pete","Olson","Olson, Pete","","R","43,418","100.00%","","","140,537","67.49%","","","","",NA,NA,"2010"
"4693",4694,"Texas","TX","22","H0TX22112","","Kesha","Rogers","Rogers, Kesha","","D","7,467","52.29%","","","62,082","29.82%","","","","",NA,NA,"2010"
"4694",4695,"Texas","TX","22","H0TX22104","","Doug","Blatt","Blatt, Doug","","D","3,956","27.70%","","","","","","","","",NA,NA,"2010"
"4695",4696,"Texas","TX","22","H8TX22180","","Freddie John, Jr.","Weider","Weider, Freddie John, Jr.","","D","2,858","20.01%","","","","","","","","",NA,NA,"2010"
"4697",4698,"Texas","TX","22","H0TX22138","","Steven","Susman","Susman, Steven","","LIB","*","","","","5,538","2.66%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4698",4699,"Texas","TX","22","H0TX22120","","Dennis","Stout","Stout, Dennis","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4699",4700,"Texas","TX","22","H0TX22146","","Johnny","Williams","Williams, Johnny","","W","","","","","66","0.03%","","","","",NA,NA,"2010"
"4702",4703,"Texas","TX","23","H4TX28046","","Francisco ""Quico""","Canseco","Canseco, Francisco ""Quico""","","R","9,250","32.16%","7,210","52.64%","74,853","49.40%","","","","",NA,NA,"2010"
"4703",4704,"Texas","TX","23","H0TX23086","","Will","Hurd","Hurd, Will","","R","9,695","33.71%","6,488","47.36%","","","","","","",NA,NA,"2010"
"4704",4705,"Texas","TX","23","H0TX23102","","Robert (Doc)","Lowry","Lowry, Robert (Doc)","","R","6,369","22.14%","","","","","","","","",NA,NA,"2010"
"4705",4706,"Texas","TX","23","H0TX23110","","Mike","Kueber","Kueber, Mike","","R","1,990","6.92%","","","","","","","","",NA,NA,"2010"
"4706",4707,"Texas","TX","23","H0TX23094","","Joseph Mack ""Doc""","Gould","Gould, Joseph Mack ""Doc""","","R","1,459","5.07%","","","","","","","","",NA,NA,"2010"
"4708",4709,"Texas","TX","23","H8TX28013","(I)","Ciro D.","Rodriguez","Rodriguez, Ciro D.","","D","34,104","83.38%","","","67,348","44.44%","","","","",NA,NA,"2010"
"4709",4710,"Texas","TX","23","H0TX23078","","Miguel","Ortiz","Ortiz, Miguel","","D","6,799","16.62%","","","","","","","","",NA,NA,"2010"
"4711",4712,"Texas","TX","23","H6TX23174","","Craig T.","Stephens","Stephens, Craig T.","","IND","","","","","5,432","3.58%","","","","",NA,NA,"2010"
"4712",4713,"Texas","TX","23","H0TX23128","","Martin","Nitschke","Nitschke, Martin","","LIB","*","","","","2,482","1.64%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4713",4714,"Texas","TX","23","H0TX23136","","Jessie","Bouley","Bouley, Jessie","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4714",4715,"Texas","TX","23","H2TX23090","","Ed","Scharf","Scharf, Ed","","GRE","","","","","1,419","0.94%","","","","",NA,NA,"2010"
"4717",4718,"Texas","TX","24","H4TX24094","(I)","Kenny E.","Marchant","Marchant, Kenny E.","","R","33,283","84.09%","","","100,078","81.57%","","","","",NA,NA,"2010"
"4718",4719,"Texas","TX","24","H0TX24118","","Frank","Roszell","Roszell, Frank","","R","6,298","15.91%","","","","","","","","",NA,NA,"2010"
"4720",4721,"Texas","TX","24","H0TX24126","","David","Sparks","Sparks, David","","LIB","*","","","","22,609","18.43%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4723",4724,"Texas","TX","25","H4TX10028","(I)","Lloyd","Doggett","Doggett, Lloyd","","D","29,949","100.00%","","","99,967","52.82%","","","","",NA,NA,"2010"
"4725",4726,"Texas","TX","25","H0TX25073","","Donna","Campbell","Campbell, Donna","","R","23,955","69.44%","","","84,849","44.84%","","","","",NA,NA,"2010"
"4726",4727,"Texas","TX","25","H8TX25084","","George","Morovich","Morovich, George","","R","10,541","30.56%","","","","","","","","",NA,NA,"2010"
"4728",4729,"Texas","TX","25","H8TX25100","","Jim","Stutsman","Stutsman, Jim","","LIB","*","","","","4,431","2.34%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4729",4730,"Texas","TX","25","H0TX25107","","Cory W.","Bruner","Bruner, Cory W.","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4732",4733,"Texas","TX","26","H2TX26093","(I)","Michael C.","Burgess","Burgess, Michael C.","","R","44,047","85.81%","","","120,984","67.05%","","","","",NA,NA,"2010"
"4733",4734,"Texas","TX","26","H0TX26097","","James","Herford","Herford, James","","R","7,284","14.19%","","","","","","","","",NA,NA,"2010"
"4735",4736,"Texas","TX","26","H0TX26071","","Neil L.","Durrance","Durrance, Neil L.","","D","7,450","100.00%","","","55,385","30.70%","","","","",NA,NA,"2010"
"4737",4738,"Texas","TX","26","H0TX26105","","Mark","Boler","Boler, Mark","","LIB","*","","","","4,062","2.25%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4740",4741,"Texas","TX","27","H0TX27061","","R. Blake","Farenthold","Farenthold, R. Blake","","R","5,921","30.13%","4,742","51.33%","51,001","47.84%","","","","",NA,NA,"2010"
"4741",4742,"Texas","TX","27","H0TX27038","","James","Duerr","Duerr, James","","R","6,368","32.40%","4,496","48.67%","","","","","","",NA,NA,"2010"
"4742",4743,"Texas","TX","27","H4TX27030","","William Willie ","Vaden","Vaden, William Willie ","","R","4,268","21.72%","","","","","","","","",NA,NA,"2010"
"4743",4744,"Texas","TX","27","H0TX27053","","Jessica","Puente-Bradshaw","Puente-Bradshaw, Jessica","","R","3,097","15.76%","","","","","","","","",NA,NA,"2010"
"4745",4746,"Texas","TX","27","H2TX27026","(I)","Solomon P.","Ortiz","Ortiz, Solomon P.","","D","21,948","100.00%","","","50,226","47.12%","","","","",NA,NA,"2010"
"4747",4748,"Texas","TX","27","H0TX27046","","Ed","Mishou","Mishou, Ed","","LIB","*","","","","5,372","5.04%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4750",4751,"Texas","TX","28","H2TX23082","(I)","Henry","Cuellar","Cuellar, Henry","","D","48,634","100.00%","","","62,773","56.35%","","","","",NA,NA,"2010"
"4752",4753,"Texas","TX","28","H0TX28044","","Bryan","Underwood","Underwood, Bryan","","R","13,629","73.99%","","","46,740","41.96%","","","","",NA,NA,"2010"
"4753",4754,"Texas","TX","28","H0TX28036","","Daniel","Chavez","Chavez, Daniel","","R","4,792","26.01%","","","","","","","","",NA,NA,"2010"
"4755",4756,"Texas","TX","28","H0TX28051","","Stephen","Kaat","Kaat, Stephen","","LIB","*","","","","1,889","1.70%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4756",4757,"Texas","TX","28","H8TX28203","","Ross Lynn","Leone","Leone, Ross Lynn","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4759",4760,"Texas","TX","29","H2TX29030","(I)","Gene","Green","Green, Gene","","D","9,567","100.00%","","","43,257","64.61%","","","","",NA,NA,"2010"
"4761",4762,"Texas","TX","29","H0TX29075","","Roy","Morales","Morales, Roy","","R","4,137","58.36%","","","22,825","34.09%","","","","",NA,NA,"2010"
