"","Year","Candidate","C10","M01","M10","M20","M30","M40","M50"
"173","2008","S8MI00158","0","0","0","0.583333333333333","0.416666666666667","0","0"
"174","2008","H0CA15148","0","0","0","0","1","0","0"
"175","2008","H0CA27085","0","0","0","0","1","0","0"
"176","2008","H0CA31087","0","0","0","0","1","0","0"
"177","2008","H0CT03072","0","0","0","0","1","0","0"
"178","2008","H0DC00058","0","0","0","0","1","0","0"
"179","2008","H0FL18025","0","0","0","0","1","0","0"
"180","2008","H0MA04036","0","0","0","0","1","0","0"
"181","2008","H0MN04049","0","0","0","0","1","0","0"
"182","2008","H0MO00019","0","0","0","0","1","0","0"
"183","2008","H0NJ01066","0","0","0","0","1","0","0"
"184","2008","H0NJ10026","0","0","0","0","1","0","0"
"185","2008","H0NY02085","0","0","0","0","0.0361794500723589","0.963820549927641","0"
"186","2008","H0NY18065","0","0","0","0","1","0","0"
"187","2008","H0RI02139","0","0","0","0","1","0","0"
"188","2008","H0VA08040","0","0","0","0","1","0","0"
"189","2008","H0WA02080","0","0","0","0","1","0","0"
"190","2008","H2AZ02055","0","0","0","0","1","0","0"
"191","2008","H2AZ07070","0","0","0","0","1","0","0"
"192","2008","H2CA01045","0","0","0","0","1","0","0"
"193","2008","H2CA18056","0","0","0","0","1","0","0"
"194","2008","H2CA26026","0","0","0","0","1","0","0"
"195","2008","H2CA27107","0","0","0","0","1","0","0"
"196","2008","H2CA30143","0","0","0","0","1","0","0"
"197","2008","H2CA32099","0","0","0","0","1","0","0"
"198","2008","H2CA33048","0","0","0","0","1","0","0"
"199","2008","H2CA39078","0","0","0","0","1","0","0"
"200","2008","H2FL03056","0","0","0","0","1","0","0"
"201","2008","H2FL17056","0","0","0","0","1","0","0"
"202","2008","H2FL23021","0","0","0","0","1","0","0"
"203","2008","H2IL01042","0","0","0","0","1","0","0"
"204","2008","H2IL05092","0","0","0","0","1","0","0"
"205","2008","H2IL08088","0","0","0","0","1","0","0"
"206","2008","H2MA01020","0","0","0","0","1","0","0"
"207","2008","H2MA09072","0","0","0","0","1","0","0"
"208","2008","H2MA11060","0","0","0","0","1","0","0"
"209","2008","H2MD02160","0","0","0","0","1","0","0"
"210","2008","H2MD05155","0","0","0","0","1","0","0"
"211","2008","H2MD08126","0","0","0","0","1","0","0"
"212","2008","H2ME02097","0","0","0","0","1","0","0"
"213","2008","H2MI01068","0","0","0","0","1","0","0"
"214","2008","H2MI17023","0","0","0","0","1","0","0"
"215","2008","H2NC12021","0","0","0","0","1","0","0"
"216","2008","H2NC13029","0","0","0","0","1","0","0"
"217","2008","H2NJ05014","0","0","0","0","1","0","0"
"218","2008","H2NY00010","0","0","0","0","1","0","0"
"219","2008","H2NY01067","0","0","0","0","1","0","0"
"220","2008","H2NY11017","0","0","0","0","1","0","0"
"221","2008","H2NY14037","0","0","0","0","1","0","0"
"222","2008","H2NY17071","0","0","0","0","1","0","0"
"223","2008","H2NY26080","0","0","0","0","1","0","0"
"224","2008","H2OH09031","0","0","0","0","1","0","0"
"225","2008","H2OH17109","0","0","0","0","1","0","0"
"226","2008","H2PA02055","0","0","0","0","1","0","0"
"227","2008","H2SC02042","0","0","0","0","1","0","0"
"228","2008","H2TX00015","0","0","0","0","1","0","0"
"229","2008","H2TX29030","0","0","0","0","1","0","0"
"230","2008","H2WA04090","0","0","0","0","1","0","0"
"231","2008","H4CA11081","0","0","0","0","1","0","0"
"232","2008","H4CA16049","0","0","0","0","1","0","0"
"233","2008","H4CA17021","0","0","0","0","1","0","0"
"234","2008","H4CA20082","0","0","0","0","1","0","0"
"235","2008","H4CA23011","0","0","0","0","1","0","0"
"236","2008","H4CO03167","0","0","0","0","1","0","0"
"237","2008","H4FL13069","0","0","0","0","1","0","0"
"238","2008","H4FL20023","0","0","0","0","1","0","0"
"239","2008","H4IN01012","0","0","0","0","1","0","0"
"240","2008","H4MA03022","0","0","0","0","1","0","0"
"241","2008","H4MA06033","0","0","0","0","1","0","0"
"242","2008","H4MO05234","0","0","0","0","1","0","0"
"243","2008","H4NC01046","0","0","0","0","1","0","0"
"244","2008","H4NY07011","0","0","0","0","1","0","0"
"245","2008","H4NY11138","0","0","0","0","1","0","0"
"246","2008","H4NY27076","0","0","0","0","1","0","0"
"247","2008","H4PA13124","0","0","0","0","1","0","0"
"248","2008","H4PA18131","0","0","0","0","1","0","0"
"249","2008","H4RI01034","0","0","0","0","1","0","0"
"250","2008","H4TX09095","0","0","0","0","1","0","0"
"251","2008","H4TX10028","0","0","0","0","1","0","0"
"252","2008","H4TX18054","0","0","0","0","1","0","0"
"253","2008","H4VI00054","0","0","0","0","1","0","0"
"254","2008","H6AR02203","0","0","0","0","1","0","0"
"255","2008","H6AZ08038","0","0","0","0","1","0","0"
"256","2008","H6CA05195","0","0","0","0","1","0","0"
"257","2008","H6CA07043","0","0","0","0","1","0","0"
"258","2008","H6CA09023","0","0","0","0","1","0","0"
"259","2008","H6CA10088","0","0","0","0","1","0","0"
"260","2008","H6CA24048","0","0","0","0","1","0","0"
"261","2008","H6CA24113","0","0","0","0","1","0","0"
"262","2008","H6CA42099","0","0","0","0","1","0","0"
"263","2008","H6CA46033","0","0","0","0","1","0","0"
"264","2008","H6CO01141","0","0","0","0","1","0","0"
"265","2008","H6FL08213","0","0","0","0","1","0","0"
"266","2008","H6FL11126","0","0","0","0","1","0","0"
"267","2008","H6FL16059","0","0","0","0","1","0","0"
"268","2008","H6FL19038","0","0","0","0","1","0","0"
"269","2008","H6FL22040","0","0","0","0","1","0","0"
"270","2008","H6GA04129","0","0","0","0","1","0","0"
"271","2008","H6GA05217","0","0","0","0","1","0","0"
"272","2008","H6HI01121","0","0","0","0","1","0","0"
"273","2008","H6HI02251","0","0","0","0","1","0","0"
"274","2008","H6IA01098","0","0","0","0","1","0","0"
"275","2008","H6IA02146","0","0","0","0","1","0","0"
"276","2008","H6IA03144","0","0","0","0","1","0","0"
"277","2008","H6KY03124","0","0","0","0","1","0","0"
"278","2008","H6MA07101","0","0","0","0","1","0","0"
"279","2008","H6MD03292","0","0","0","0","1","0","0"
"280","2008","H6MD04183","0","0","0","0","1","0","0"
"281","2008","H6MD07160","0","0","0","0","1","0","0"
"282","2008","H6MI01028","0","0","0","0","1","0","0"
"283","2008","H6MI07108","0","0","0","0","1","0","0"
"284","2008","H6MI15127","0","0","0","0","1","0","0"
"285","2008","H6MI16034","0","0","0","0","1","0","0"
"286","2008","H6MN01174","0","0","0","0","1","0","0"
"287","2008","H6MN05183","0","0","0","0","1","0","0"
"288","2008","H6MN08047","0","0","0","0","1","0","0"
"289","2008","H6MO01022","0","0","0","0","1","0","0"
"290","2008","H6NC04037","0","0","0","0","1","0","0"
"291","2008","H6NJ07128","0","0","0","0","1","0","0"
"292","2008","H6NJ08118","0","0","0","0","1","0","0"
"293","2008","H6NJ09165","0","0","0","0","1","0","0"
"294","2008","H6NJ12144","0","0","0","0","1","0","0"
"295","2008","H6NJ13191","0","0","0","0","1","0","0"
"296","2008","H6NV02180","0","0","0","0","1","0","0"
"297","2008","H6NY03031","0","0","0","0","1","0","0"
"298","2008","H6NY04112","0","0","0","0","1","0","0"
"299","2008","H6NY19029","0","0","0","0","1","0","0"
"300","2008","H6NY19144","0","0","0","0","1","0","0"
"301","2008","H6NY24128","0","0","0","0","1","0","0"
"302","2008","H6NY29168","0","0","0","0","1","0","0"
"303","2008","H6OH02151","0","0","0","0","1","0","0"
"304","2008","H6OH13133","0","0","0","0","1","0","0"
"305","2008","H6OH23033","0","0","0","0","1","0","0"
"306","2008","H6OR03064","0","0","0","0","1","0","0"
"307","2008","H6OR04047","0","0","0","0","1","0","0"
"308","2008","H6PA07105","0","0","0","0","1","0","0"
"309","2008","H6PA08194","0","0","0","0","1","0","0"
"310","2008","H6TX00115","0","0","0","0","1","0","0"
"311","2008","H6TX15055","0","0","0","0","1","0","0"
"312","2008","H6VA01117","0","0","0","0","1","0","0"
"313","2008","H6VA10183","0","0","0","0","1","0","0"
"314","2008","H6VT00160","0","0","0","0","1","0","0"
"315","2008","H6WA03135","0","0","0","0","1","0","0"
"316","2008","H6WA06021","0","0","0","0","1","0","0"
"317","2008","H6WA09025","0","0","0","0","1","0","0"
"318","2008","H6WI03099","0","0","0","0","1","0","0"
"319","2008","H8AK00108","0","0","0","0","1","0","0"
"320","2008","H8AZ03092","0","0","0","0","1","0","0"
"321","2008","H8CA01109","0","0","0","0","1","0","0"
"322","2008","H8CA05035","0","0","0","0","1","0","0"
"323","2008","H8CA09060","0","0","0","0","1","0","0"
"324","2008","H8CA12098","0","0","0","0","1","0","0"
"325","2008","H8CA12171","0","0","0","0","1","0","0"
"326","2008","H8CA22089","0","0","0","0","1","0","0"
"327","2008","H8CA34068","0","0","0","0","1","0","0"
"328","2008","H8CA37137","0","0","0","0","1","0","0"
"329","2008","H8CO02087","0","0","0","0","1","0","0"
"330","2008","H8CT01046","0","0","0","0","1","0","0"
"331","2008","H8FL24026","0","0","0","0","1","0","0"
"332","2008","H8IA04056","0","0","0","0","1","0","0"
"333","2008","H8IL11113","0","0","0","0","1","0","0"
"334","2008","H8IL13069","0","0","0","0","1","0","0"
"335","2008","H8IL14067","0","0","0","0","1","0","0"
"336","2008","H8KS03049","0","0","0","0","1","0","0"
"337","2008","H8MA02041","0","0","0","0","1","0","0"
"338","2008","H8MA05143","0","0","0","0","1","0","0"
"339","2008","H8MA08071","0","0","0","0","1","0","0"
"340","2008","H8ME01120","0","0","0","0","1","0","0"
"341","2008","H8MI07096","0","0","0","0","1","0","0"
"342","2008","H8MI09068","0","0","0","0","1","0","0"
"343","2008","H8MO06068","0","0","0","0","1","0","0"
"344","2008","H8NJ03073","0","0","0","0","1","0","0"
"345","2008","H8NJ05094","0","0","0","0","1","0","0"
"346","2008","H8NM03097","0","0","0","0","1","0","0"
"347","2008","H8NV01071","0","0","0","0","1","0","0"
"348","2008","H8NV03036","0","0","0","0","1","0","0"
"349","2008","H8NY06048","0","0","0","0","1","0","0"
"350","2008","H8NY07046","0","0","0","0","1","0","0"
"351","2008","H8NY09091","0","0","0","0","1","0","0"
"352","2008","H8NY13077","0","0","0","0","1","0","0"
"353","2008","H8NY19058","0","0","0","0","1","0","0"
"354","2008","H8NY20056","0","0","0","0","1","0","0"
"355","2008","H8NY21203","0","0","0","0","1","0","0"
"356","2008","H8OH07099","0","0","0","0","1","0","0"
"357","2008","H8OH11141","0","0","0","0","1","0","0"
"358","2008","H8OR01072","0","0","0","0","1","0","0"
"359","2008","H8OR05107","0","0","0","0","1","0","0"
"360","2008","H8PA01153","0","0","0","0","1","0","0"
"361","2008","H8PA03084","0","0","0","0","1","0","0"
"362","2008","H8SC01066","0","0","0","0","1","0","0"
"363","2008","H8TX10052","0","0","0","0","1","0","0"
"364","2008","H8TX20077","0","0","0","0","1","0","0"
"365","2008","H8VA11062","0","0","0","0","1","0","0"
"366","2008","H8WA07132","0","0","0","0","1","0","0"
"367","2008","H8WI00018","0","0","0","0","1","0","0"
"368","2008","S2NJ00080","0","0","0","0","1","0","0"
"369","2008","S4IA00020","0","0","0","0","1","0","0"
"370","2008","S4MA00069","0","0","0","0","1","0","0"
"371","2008","S6IL00151","0","0","0","0","1","0","0"
"372","2008","S6LA00227","0","0","0","0","1","0","0"
"373","2008","S6ME00159","0","0","0","0","1","0","0"
"374","2008","S6RI00163","0","0","0","0","1","0","0"
"375","2008","S8AK00090","0","0","0","0","1","0","0"
"376","2008","S8DE00012","0","0","0","0","1","0","0"
"377","2008","S8GA00164","0","0","0","0","1","0","0"
"378","2008","S8MT00010","0","0","0","0","1","0","0"
"379","2008","S8NC00239","0","0","0","0","1","0","0"
"380","2008","S8TX00202","0","0","0","0","1","0","0"
"381","2008","H8CA41121","0","0","0","0","0","1","0"
"382","2008","H8CA44091","0","0","0","0","0","1","0"
"383","2008","H8OH12107","0","0","0","0","0","1","0"
"384","2010","H0AR01109","1","0","0","0","0","0","0"
"385","2010","H0AR02107","0.000455364766151219","0","0.570964171647219","0.00598298706637574","0.00327398834181872","0.301972193234882","0.117351294943554"
"386","2010","H0AR02131","1","0","0","0","0","0","0"
"387","2010","H0AR04079","0.06560337044839","0","0.408516400842612","0.315738790249774","0","0","0.210141438459224"
"388","2010","H0AZ01259","0.940522214952715","0","0","0","0.0594777850472848","0","0"
"389","2010","H0AZ03305","1","0","0","0","0","0","0"
"390","2010","H0AZ08015","0.184005556382398","0","0","0","0.0966413652825321","0","0.71935307833507"
"391","2010","H0CA01148","0.13209219858156","0","0.583333333333333","0.284574468085106","0","0","0"
"392","2010","H0CA10123","1","0","0","0","0","0","0"
"393","2010","H0CA11329","1","0","0","0","0","0","0"
"394","2010","H0CA18050","1","0","0","0","0","0","0"
"395","2010","H0CA23159","0.0541138603902635","0","0.540736270368135","0.0109132971233152","0.394236572118286","0","0"
"396","2010","H0CA24124","1","0","0","0","0","0","0"
"397","2010","H0CA27085","1","0","0","0","0","0","0"
"398","2010","H0CA39080","1","0","0","0","0","0","0"
"399","2010","H0CA49055","1","0","0","0","0","0","0"
"400","2010","H0CA49089","1","0","0","0","0","0","0"
"401","2010","H0CA52042","1","0","0","0","0","0","0"
"402","2010","H0CT01076","0.198992224490682","0","0","0.757569175969767","0.0434385995395508","0","0"
"403","2010","H0FL02094","0.959341723136496","0","0","0","0.0406582768635044","0","0"
"404","2010","H0FL06087","0.975306203081786","0","0.0246937969182141","0","0","0","0"
"405","2010","H0FL08208","1","0","0","0","0","0","0"
"406","2010","H0FL17118","0.0909090909090909","0","0.909090909090909","0","0","0","0"
"407","2010","H0FL19072","1","0","0","0","0","0","0"
"408","2010","H0FL25038","1","0","0","0","0","0","0"
"409","2010","H0GA04080","0.686788154897494","0","0","0.313211845102506","0","0","0"
"410","2010","H0GA07117","1","0","0","0","0","0","0"
"411","2010","H0GA12026","1","0","0","0","0","0","0"
"412","2010","H0GA12034","0.888143176733781","0","0.111856823266219","0","0","0","0"
"413","2010","H0HI01157","1","0","0","0","0","0","0"
"414","2010","H0IA03113","1","0","0","0","0","0","0"
"415","2010","H0ID02061","0.145692158760891","0","0.854307841239109","0","0","0","0"
"416","2010","H0KS01156","0.147328959700094","0","0.821180880974695","0.0314901593252109","0","0","0"
"417","2010","H0MA04036","1","0","0","0","0","0","0"
"418","2010","H0MI01153","1","0","0","0","0","0","0"
"419","2010","H0MI03175","1","0","0","0","0","0","0"
"420","2010","H0MI09115","0.149468424895054","0","0.645989231611608","0.0120497961915191","0.0110269513901564","0.160225406096003","0.0212401898156598"
"421","2010","H0MI09131","1","0","0","0","0","0","0"
"422","2010","H0MI10071","1","0","0","0","0","0","0"
"423","2010","H0MN05103","1","0","0","0","0","0","0"
"424","2010","H0MO00019","1","0","0","0","0","0","0"
"425","2010","H0MT01017","1","0","0","0","0","0","0"
"426","2010","H0NC13015","1","0","0","0","0","0","0"
"427","2010","H0NJ07196","0.903593339176161","0","0","0.0964066608238387","0","0","0"
"428","2010","H0NM01163","1","0","0","0","0","0","0"
"429","2010","H0NY00048","1","0","0","0","0","0","0"
"430","2010","H0NY04099","0.0129571474493707","0","0.503449469597686","0.213446749585816","0","0.270146633367127","0"
"431","2010","H0NY14205","0.274830699774266","0","0","0","0.725169300225734","0","0"
"432","2010","H0NY20079","1","0","0","0","0","0","0"
"433","2010","H0NY23065","1","0","0","0","0","0","0"
"434","2010","H0NY23081","1","0","0","0","0","0","0"
"435","2010","H0NY23107","1","0","0","0","0","0","0"
"436","2010","H0OR01095","1","0","0","0","0","0","0"
"437","2010","H0OR05054","1","0","0","0","0","0","0"
"438","2010","H0PA03271","0.0379691309537168","0.816101686270109","0.132432901139482","0.0134962816366919","0","0","0"
"439","2010","H0PA06084","1","0","0","0","0","0","0"
"440","2010","H0PA07082","1","0","0","0","0","0","0"
"441","2010","H0PA08155","1","0","0","0","0","0","0"
"442","2010","H0PA10094","1","0","0","0","0","0","0"
"443","2010","H0PA11050","1","0","0","0","0","0","0"
"444","2010","H0PA12090","1","0","0","0","0","0","0"
