cdTopic,Subject,Title,AL-01,AL-02,AL-03,AL-04,AL-05,AL-06,AL-07,AK-At-Large,AZ-01,AZ-02,AZ-03,AZ-04,AZ-05,AZ-06,AZ-07,AZ-08,AZ-09,AR-01,AR-02,AR-03,AR-04,CA-01,CA-02,CA-03,CA-04,CA-05,CA-06,CA-07,CA-08,CA-09,CA-10,CA-11,CA-12,CA-13,CA-14,CA-15,CA-16,CA-17,CA-18,CA-19,CA-20,CA-21,CA-22,CA-23,CA-24,CA-25,CA-26,CA-27,CA-28,CA-29,CA-30,CA-31,CA-32,CA-33,CA-34,CA-35,CA-36,CA-37,CA-38,CA-39,CA-40,CA-41,CA-42,CA-43,CA-44,CA-45,CA-46,CA-47,CA-48,CA-49,CA-50,CA-51,CA-52,CA-53,CO-01,CO-02,CO-03,CO-04,CO-05,CO-06,CO-07,CT-01,CT-02,CT-03,CT-04,CT-05,DE-At-Large,FL-01,FL-02,FL-03,FL-04,FL-05,FL-06,FL-07,FL-08,FL-09,FL-10,FL-11,FL-12,FL-13,FL-14,FL-15,FL-16,FL-17,FL-18,FL-19,FL-20,FL-21,FL-22,FL-23,FL-24,FL-25,FL-26,FL-27,GA-01,GA-02,GA-03,GA-04,GA-05,GA-06,GA-07,GA-08,GA-09,GA-10,GA-11,GA-12,GA-13,GA-14,HI-01,HI-02,ID-01,ID-02,IL-01,IL-02,IL-03,IL-04,IL-05,IL-06,IL-07,IL-08,IL-09,IL-10,IL-11,IL-12,IL-13,IL-14,IL-15,IL-16,IL-17,IL-18,IN-01,IN-02,IN-03,IN-04,IN-05,IN-06,IN-07,IN-08,IN-09,IA-01,IA-02,IA-03,IA-04,KS-01,KS-02,KS-03,KS-04,KY-01,KY-02,KY-03,KY-04,KY-05,KY-06,LA-01,LA-02,LA-03,LA-04,LA-05,LA-06,ME-01,ME-02,MD-01,MD-02,MD-03,MD-04,MD-05,MD-06,MD-07,MD-08,MA-01,MA-02,MA-03,MA-04,MA-05,MA-06,MA-07,MA-08,MA-09,MI-01,MI-02,MI-03,MI-04,MI-05,MI-06,MI-07,MI-08,MI-09,MI-10,MI-11,MI-12,MI-13,MI-14,MN-01,MN-02,MN-03,MN-04,MN-05,MN-06,MN-07,MN-08,MS-01,MS-02,MS-03,MS-04,MO-01,MO-02,MO-03,MO-04,MO-05,MO-06,MO-07,MO-08,MT-At-Large,NE-01,NE-02,NE-03,NV-01,NV-02,NV-03,NV-04,NH-01,NH-02,NJ-01,NJ-02,NJ-03,NJ-04,NJ-05,NJ-06,NJ-07,NJ-08,NJ-09,NJ-10,NJ-11,NJ-12,NM-01,NM-02,NM-03,NY-01,NY-02,NY-03,NY-04,NY-05,NY-06,NY-07,NY-08,NY-09,NY-10,NY-11,NY-12,NY-13,NY-14,NY-15,NY-16,NY-17,NY-18,NY-19,NY-20,NY-21,NY-22,NY-23,NY-24,NY-25,NY-26,NY-27,NC-01,NC-02,NC-03,NC-04,NC-05,NC-06,NC-07,NC-08,NC-09,NC-10,NC-11,NC-12,NC-13,ND-At-Large,OH-01,OH-02,OH-03,OH-04,OH-05,OH-06,OH-07,OH-08,OH-09,OH-10,OH-11,OH-12,OH-13,OH-14,OH-15,OH-16,OK-01,OK-02,OK-03,OK-04,OK-05,OR-01,OR-02,OR-03,OR-04,OR-05,PA-01,PA-02,PA-03,PA-04,PA-05,PA-06,PA-07,PA-08,PA-09,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,RI-01,RI-02,SC-01,SC-02,SC-03,SC-04,SC-05,SC-06,SC-07,SD-At-Large,TN-01,TN-02,TN-03,TN-04,TN-05,TN-06,TN-07,TN-08,TN-09,TX-01,TX-02,TX-03,TX-04,TX-05,TX-06,TX-07,TX-08,TX-09,TX-10,TX-11,TX-12,TX-13,TX-14,TX-15,TX-16,TX-17,TX-18,TX-19,TX-20,TX-21,TX-22,TX-23,TX-24,TX-25,TX-26,TX-27,TX-28,TX-29,TX-30,TX-31,TX-32,TX-33,TX-34,TX-35,TX-36,UT-01,UT-02,UT-03,UT-04,VT-At-Large,VA-01,VA-02,VA-03,VA-04,VA-05,VA-06,VA-07,VA-08,VA-09,VA-10,VA-11,WA-01,WA-02,WA-03,WA-04,WA-05,WA-06,WA-07,WA-08,WA-09,WA-10,WV-01,WV-02,WV-03,WI-01,WI-02,WI-03,WI-04,WI-05,WI-06,WI-07,WI-08,WY-At-Large
People,Sex and Age,Total population,0.348746856,0.269934363,0.349595817,0.293165864,0.382890656,0.315691134,0.260842325,0.374895965,0.468583811,0.377958156,0.504623871,0.549540949,0.594313445,0.529536612,0.601614879,0.499087089,0.536726829,0.351731194,0.441843395,0.555817329,0.32002862,0.33849074,0.332056803,0.419876067,0.423574051,0.364751067,0.468315035,0.421464624,0.359633204,0.473900012,0.436647679,0.437843268,0.4643872,0.444117794,0.396092185,0.468999023,0.414947274,0.484211736,0.416159545,0.385999188,0.393975343,0.371031154,0.444169696,0.393454474,0.385828654,0.351547685,0.36375567,0.340118224,0.304002165,0.349156507,0.435170339,0.415733211,0.317769049,0.323667289,0.372109965,0.436247296,0.419788946,0.378831214,0.32479244,0.348261206,0.345959001,0.477167955,0.576972768,0.405567923,0.348194475,0.485679808,0.380653329,0.349036022,0.350454046,0.374564166,0.42419687,0.392045718,0.440896191,0.469531014,0.599687108,0.546365687,0.421281115,0.628392368,0.539331174,0.554060091,0.517621501,0.322239996,0.319370583,0.349768204,0.386366206,0.325389308,0.823879529,0.498644072,0.354936115,0.42567421,0.568952126,0.395467512,0.484093104,0.529553295,0.464780169,0.746227407,0.52335106,0.52609072,0.522746778,0.375105425,0.560190034,0.504184562,0.638722629,0.51059811,0.493893227,0.562979742,0.506351451,0.47688435,0.429407414,0.432938573,0.41787415,0.495153693,0.466476237,0.410315061,0.409010108,0.264208511,0.410954562,0.468683907,0.481388663,0.39600321,0.58477839,0.327984385,0.448342209,0.423575905,0.469725645,0.377240803,0.507241192,0.375985898,0.354952797,0.307314596,0.751703019,0.598617565,0.3368855,0.289907189,0.321062944,0.273185624,0.389458055,0.336119952,0.367881842,0.348148134,0.352116749,0.327895411,0.356450528,0.277500867,0.314254573,0.367444387,0.290211184,0.305787207,0.253772593,0.320666268,0.351868363,0.356218824,0.414760057,0.440810925,0.485579712,0.353848036,0.459532552,0.347794092,0.43856989,0.45361763,0.470253928,0.591075159,0.408913719,0.306224663,0.345860759,0.464453931,0.359195749,0.34923992,0.455254382,0.39528215,0.431229529,0.29750335,0.46619634,0.501632118,0.479581377,0.474168788,0.386256842,0.380145436,0.508651802,0.291827546,0.23760897,0.385639585,0.410405889,0.463790333,0.425407288,0.421603646,0.444408814,0.34822784,0.458027408,0.36059709,0.427177501,0.449370972,0.437772831,0.442549626,0.448027093,0.53706975,0.437865512,0.405658751,0.311051507,0.403540056,0.413343887,0.321774736,0.265385564,0.356291116,0.335078214,0.391958597,0.350201953,0.356745254,0.38255515,0.32552833,0.265061179,0.29777398,0.27750272,0.349228799,0.372428788,0.353260436,0.361601756,0.370232241,0.257285216,0.263309502,0.444371741,0.302432143,0.388699922,0.456703918,0.367902232,0.412674727,0.507196705,0.456676114,0.460374099,0.459345336,0.4793886,0.384019515,1,0.227371391,0.288400191,0.126552644,0.339428675,0.384835111,0.607807846,0.452926228,0.291834961,0.266330913,0.366146848,0.329871377,0.383118652,0.405766261,0.380862789,0.390060484,0.379889635,0.439424412,0.431945029,0.430945924,0.3491528,0.403695761,0.300165158,0.326831429,0.316395512,0.340831871,0.314521496,0.364146785,0.372614151,0.425789135,0.342928322,0.314187843,0.458828174,0.354081593,0.37709622,0.385730412,0.364172736,0.412183516,0.310239618,0.389437665,0.390370039,0.385665535,0.350945257,0.318297333,0.364004056,0.306849335,0.294904566,0.293406836,0.319835843,0.34359192,0.322195509,0.35266913,0.434128601,0.665919037,0.430890315,0.637601185,0.436933138,0.485974535,0.532189151,0.529692317,0.495137011,0.449497018,0.451018846,0.671934055,0.465577229,0.431463086,0.40868387,0.37231201,0.527532842,0.339150631,0.355742442,0.313242493,0.366491623,0.379096283,0.311919004,0.360383923,0.28790898,0.480163416,0.324191865,0.343986743,0.445554355,0.353021319,0.519395421,0.404168435,0.468589372,0.488677122,0.548339799,0.610918231,0.577825437,0.600243196,0.539792727,0.583753334,0.341282302,0.358541418,0.393634276,0.373331504,0.353445799,0.381824821,0.374751382,0.314519642,0.316111907,0.399245203,0.379517056,0.318994296,0.310956972,0.277339601,0.26591014,0.27626079,0.329326411,0.305038342,0.001429146,0,0.540910464,0.358207766,0.329326411,0.416793486,0.387241118,0.251944918,0.391561921,0.658712137,0.363084657,0.424895687,0.396546323,0.525321465,0.461180426,0.500608916,0.502779513,0.336939255,0.317344569,0.364791847,0.478191157,0.711544201,0.469797936,0.427175648,0.53597055,0.432879257,0.679476462,0.444944512,0.734134347,0.483739061,0.584389128,0.343732796,0.42862333,0.510242213,0.404744913,0.475877831,0.55186169,0.371409294,0.562062197,0.556705216,0.800140134,0.47715498,0.561926882,0.536647123,0.725824539,0.400811518,0.450644413,0.471970386,0.487781821,0.716925278,0.461167451,0.411295629,0.339771596,0.608654953,0.424374818,0.478767635,0.480439606,0.46371248,0.595268062,0.17552731,0.54718499,0.360775038,0.427876319,0.443178006,0.382720123,0.418395019,0.507200412,0.526935974,0.323982405,0.608727244,0.482421133,0.486113557,0.42775954,0.4214776,0.382777585,0.380043486,0.365618564,0.534756424,0.446505265,0.412061177,0.446901941,0.134417581,0.173766365,0.070441515,0.356630329,0.452967007,0.359369989,0.324108452,0.378175031,0.345762517,0.343382461,0.383300308,0.091687783
People,Sex and Age,18 years and over,0.461593622,0.461232463,0.503365783,0.463785697,0.506983468,0.451842461,0.509691849,0.355900458,0.45088075,0.645124202,0.23267181,0.660265284,0.314926041,0.639846068,0.143021054,0.509516104,0.579651164,0.451408816,0.443026787,0.358205433,0.469083437,0.573903697,0.629471831,0.442043221,0.562715708,0.585228556,0.34040604,0.480373425,0.175384578,0.265823552,0.267100064,0.483871627,0.918101139,0.674549759,0.672648794,0.444707598,0.098297421,0.603397446,0.444319663,0.487954274,0.378710462,0.049203273,0.145119161,0.273075001,0.584827827,0.309028512,0.433852748,0.659996063,0.8236856,0.45248775,0.651898154,0.350754464,0.541959389,0.65209242,0.631584941,0.291886991,0.576507005,0.657056165,0.517680119,0.543121838,0.16045165,0.242688965,0.246168863,0.410517925,0.310202175,0.541719607,0.395074158,0.531907175,0.581273344,0.463288625,0.393133291,0.340158366,0.62635418,0.606691111,0.616681312,0.629227785,0.54668685,0.358679597,0.468870096,0.37584734,0.48738881,0.560439707,0.65184469,0.655851558,0.415198697,0.56579418,0.541036627,0.516533237,0.59810908,0.578887265,0.526556945,0.482654686,0.708042511,0.614084099,0.696209774,0.408794484,0.42351765,0.82496711,0.61184738,0.819484638,0.502994266,0.508445577,0.689632672,0.762919173,0.6745544,0.795224582,0.381269657,0.711934353,0.716865522,0.526099967,0.477433462,0.607776177,0.471611569,0.714931412,0.421444713,0.422026858,0.40227314,0.362199826,0.595120719,0.445333046,0.237269989,0.418913398,0.483075412,0.406086782,0.43627219,0.434782266,0.270178305,0.382138787,0.597257762,0.455966306,0.357295389,0.292964403,0.485722489,0.447142399,0.43906613,0.437364048,0.61106925,0.461329777,0.595799081,0.399919881,0.548364751,0.413462058,0.360823191,0.513100472,0.601723102,0.328371404,0.486105084,0.518964436,0.487654727,0.436005565,0.447964867,0.375846038,0.318398688,0.463638484,0.391818482,0.50115016,0.30806389,0.477102872,0.519263343,0.454173862,0.486791455,0.364976242,0.471057837,0.413088898,0.455965598,0.340378943,0.328297875,0.504079616,0.424558117,0.492786489,0.416865315,0.483095432,0.476660443,0.441009465,0.471099261,0.35420568,0.415829672,0.416209164,0.414178901,0.688030991,0.660619868,0.544098876,0.457667389,0.453648725,0.425635361,0.487068606,0.471516545,0.570625194,0.478997061,0.571160546,0.636980237,0.521520548,0.521404554,0.602681039,0.5786438,0.742535444,0.660032517,0.636569584,0.682667101,0.419092757,0.423618992,0.56882275,0.507334192,0.476922428,0.541392006,0.5637577,0.625425305,0.537101653,0.530982047,0.563732972,0.356239173,0.410158325,0.425630146,0.361046976,0.411772445,0.415085801,0.570246742,0.31701258,0.40668294,0.547516779,0.416416714,0.366466562,0.43055823,0.431537511,0.504777798,0.546291129,0.433193752,0.486765134,0.45154472,0.412351452,0.452738621,0.466158362,0.528246069,0.399513467,0.272394264,0.40582142,0.446647068,0.526632346,0.536261617,0.345934327,0.658112246,0.639695797,0.472009196,0.557449085,0.577790778,0.364012501,0.510057964,0.477781006,0.507484794,0.483360143,0.484065286,0.46558602,0.53971173,0.524239494,0.53744499,0.387951446,0.445952168,0.538055939,0.530825718,0.606374144,0.480961811,0.506643774,0.599264385,0.495910008,0.555222308,0.505333672,0.618117158,0.468760071,0.999998159,0.581723461,0.575266841,0.211782318,0.509432602,0.374588203,0.458545457,0.683032919,0.637470164,0.589622518,0.575888022,0.611797875,0.547881762,0.558309599,0.581021062,0.596956554,0.566836409,0.343246312,0.510295169,0.500848679,0.568559411,0.474882451,0.571178237,0.387916798,0.364391336,0.545074849,0.67767708,0.429057459,0.516782722,0.426506812,0.412084086,0.452991401,0.358955373,0.494989855,0.478637193,0.53964209,0.420310244,0.435689924,0.436726651,0.505791271,0.543532759,0.443944408,0.660936382,0.530033668,0.538238738,0.548169772,0.338663968,0.433402271,0.381554329,0.431033321,0.330093109,0.505346124,0.534611786,0.639563124,0.677369091,0.4759325,0.568943429,0.341429781,0.685053996,0.526581328,0.470642671,0.42403213,0.533207813,0.603097811,0.6171633,0.503280467,0.440607801,0.610871867,0.576485769,0.649440129,0.667911553,0.591374907,0.600194557,0.709500251,0.582515947,0.675960321,0.504604845,0.459611532,0.505460045,0.460503427,0.452422768,0.581552662,0.594796525,0.36802781,0.608832953,0.579648681,0.544200658,0.412753218,0.546702516,0.489491462,0.368881456,0.435153685,0.345095386,0.37882206,0.407908323,0.316354004,0.360262623,0.346441246,0.287463539,0.390361386,0.337926218,0.320553675,0.29732848,0.304086009,0.349057869,0.340032623,0.385195854,0.095071873,0.242656384,0.476055107,0.289404181,0.369477287,0.292714032,0.641384471,0.211178982,0.207478578,0.470000973,0.423850955,0.304418093,0.353834789,0.056459171,-1.32925E-06,0.23489474,0.281265974,0.357638243,0.061913599,0.150452137,0.393796049,0.329389124,0.07295322,0.257033282,0.119913313,0.070203894,0.681160591,0.407632096,0.557958095,0.461151973,0.555136979,0.623158064,0.597050506,0.442484511,0.513672095,0.685904024,0.267150209,0.44267257,0.426600198,0.595537176,0.454453385,0.15630423,0.530777259,0.626791176,0.805237922,0.33118887,0.547629122,0.457980544,0.648335638,0.529532941,0.588581602,0.461861999,0.540981658,0.562007812,0.337595102,0.57073708,0.540663369,0.523376116,0.475839174,0.426620808
People,Sex and Age,Under 20,0.534605064,0.543312808,0.533468988,0.515032946,0.501187278,0.540360509,0.589217272,0.650291055,0.601021083,0.337432268,0.825747752,0.334679729,0.671350179,0.339684155,0.905072799,0.47826194,0.443245941,0.543424142,0.566366922,0.663098607,0.550009559,0.443803784,0.389085633,0.607221214,0.404253078,0.409239054,0.650929193,0.504418942,0.818565571,0.745684177,0.744518903,0.500344297,0.04185884,0.349877945,0.320123432,0.523550796,0.922258844,0.389603586,0.535877351,0.502196918,0.684030646,0.95885219,0.842429821,0.726119507,0.52773432,0.700492904,0.575455764,0.326194181,0.136570846,0.561533077,0.33991055,0.665422974,0.473582992,0.385939387,0.354283142,0.721945448,0.41688889,0.364397904,0.480720465,0.44977965,0.861193397,0.817254726,0.733230317,0.566402399,0.685125981,0.500541945,0.620536949,0.470806203,0.394637204,0.514279391,0.60996804,0.681763772,0.405709879,0.397214584,0.362708931,0.420751432,0.467052912,0.634344039,0.5310835,0.61505801,0.503481063,0.445428091,0.384550544,0.382649256,0.597589225,0.437641594,0.464289408,0.48357488,0.43156314,0.462388408,0.465867524,0.538777292,0.282880406,0.442372561,0.28076647,0.574301034,0.550246017,0.159529249,0.36318258,0.160941567,0.512054302,0.483801633,0.292569242,0.216527594,0.303215412,0.185100989,0.608968135,0.270474209,0.279498872,0.451920287,0.50418861,0.385374517,0.527328642,0.281752962,0.610902305,0.625811709,0.598390364,0.637672554,0.445007032,0.542213706,0.764120292,0.591915701,0.531483023,0.660466637,0.564744864,0.636528812,0.749930139,0.62531003,0.386530897,0.523797151,0.620299331,0.72805434,0.513640424,0.579188308,0.553157554,0.557002906,0.358813873,0.547794153,0.407181244,0.584350739,0.461211985,0.617320798,0.636866056,0.467646186,0.538952507,0.641273912,0.50432599,0.491841546,0.520403889,0.543648799,0.543283644,0.638482423,0.670496056,0.599548683,0.592222137,0.523125701,0.6837451,0.538382795,0.551411663,0.564525832,0.534746095,0.628928949,0.575784805,0.631070325,0.575086225,0.637984116,0.66476985,0.504825739,0.585417051,0.500110714,0.572109707,0.526700959,0.577663465,0.55609397,0.512604057,0.652046332,0.584656081,0.605927831,0.611576096,0.31258635,0.343244398,0.468625268,0.53886628,0.555572005,0.554130759,0.534744392,0.521575867,0.455497325,0.517639107,0.452381405,0.456221245,0.469920801,0.503952454,0.410101376,0.430113935,0.366855547,0.324823463,0.358694662,0.328484124,0.606126369,0.583909432,0.475595811,0.477506338,0.538996567,0.451997407,0.528503629,0.351705057,0.445667439,0.457073216,0.508187127,0.653344531,0.556921017,0.595533016,0.640929347,0.557116498,0.591984509,0.441765144,0.689999902,0.588779459,0.438599271,0.614164475,0.675260293,0.583239839,0.61795435,0.50444958,0.426761591,0.547852218,0.59408216,0.531274827,0.606179839,0.552389435,0.535533105,0.496535473,0.630181097,0.722528263,0.601408013,0.544178057,0.466738604,0.434384668,0.650986914,0.372691455,0.378586025,0.527143077,0.433171376,0.404888438,0.602722894,0.478513088,0.55579162,0.484737929,0.50312813,0.510064111,0.546652568,0.451592215,0.498082433,0.458183069,0.658566927,0.55345191,0.467210994,0.475529831,0.385177879,0.509265003,0.495367551,0.36463274,0.467247451,0.42200692,0.463603514,0.389422094,0.501932463,-4.49732E-07,0.385199457,0.395902977,0.797233778,0.500162393,0.621266514,0.555820372,0.338344917,0.428743542,0.43293932,0.476356294,0.478225427,0.504267208,0.467724325,0.443186191,0.397539316,0.496299188,0.663329902,0.514365508,0.554626684,0.473070098,0.54081122,0.461262252,0.624491392,0.663804588,0.453508434,0.327536229,0.578256799,0.525898187,0.577448036,0.622129991,0.511198198,0.692467996,0.507514378,0.534727538,0.461174889,0.591821538,0.604427608,0.568447026,0.51859377,0.463872578,0.557416516,0.371398675,0.457714205,0.471212694,0.436660354,0.65629103,0.576063493,0.652149038,0.614271418,0.665134657,0.482616114,0.448569174,0.346376436,0.354804303,0.51962042,0.416068113,0.643175811,0.358314126,0.459618959,0.556191267,0.589032438,0.494523876,0.400862994,0.395292481,0.505295808,0.557717604,0.461698965,0.4282809,0.345718315,0.343083445,0.440810253,0.363350985,0.331949621,0.469400946,0.357409811,0.487366748,0.563592171,0.523444646,0.542103763,0.557759322,0.524924623,0.408117083,0.635112425,0.387149486,0.439144512,0.445700626,0.613266811,0.456716397,0.518207683,0.648639134,0.568486731,0.643115655,0.652473578,0.582951928,0.672718252,0.64125833,0.651968846,0.737472939,0.574957845,0.670579685,0.665838346,0.706146456,0.700035945,0.642641669,0.669377613,0.610176034,0.928914976,0.773716824,0.615429708,0.732684993,0.714519379,0.741851372,0.376912042,0.779474086,0.826655481,0.497865794,0.60925982,0.703674351,0.659700561,0.963200717,1.000000919,0.785272569,0.723544379,0.622908263,0.956292858,0.869096722,0.646787498,0.677310022,0.932666627,0.743709894,0.926473099,0.920608835,0.373977267,0.581974739,0.470817587,0.582440573,0.474099997,0.415598787,0.480440285,0.535249437,0.444559814,0.387323459,0.722311351,0.571026535,0.541772629,0.407223677,0.526500731,0.836983186,0.522229143,0.363187959,0.202509931,0.669641456,0.434952095,0.529760838,0.385533009,0.453346366,0.413803512,0.525672869,0.488970123,0.515296472,0.692488109,0.419955573,0.456795583,0.44515695,0.518124563,0.591273834
People,Sex and Age,20 to 44 years,0.356547296,0.403971064,0.415146152,0.332148727,0.383599072,0.408784811,0.438368653,0.520409631,0.34448703,0.429350496,0.516637058,0.166355654,0.334034857,0.347975664,0.61892046,0.281968367,0.806884354,0.358589725,0.443610878,0.472453442,0.275416991,0.350710762,0.253853988,0.517537211,0.241941012,0.388969318,0.628962454,0.427873211,0.438383372,0.427219833,0.475264727,0.408729922,0.899760954,0.712987657,0.532936356,0.47685557,0.549007476,0.709263912,0.408762089,0.550259094,0.482135827,0.569032834,0.500181125,0.474950437,0.49043589,0.387418827,0.413402665,0.454382467,0.716445596,0.644891786,0.501185843,0.550172253,0.501354672,0.416880398,0.808010583,0.627710542,0.306406098,0.759468123,0.520476795,0.409005647,0.551998477,0.600906564,0.460649071,0.5891683,0.566054271,0.431104195,0.652696139,0.530816304,0.408860251,0.433748318,0.41743424,0.600500066,0.621817193,0.755463722,0.841899098,0.539855658,0.380927605,0.443453586,0.542897831,0.514514576,0.617840651,0.388366001,0.359401786,0.411197817,0.325297028,0.350046861,0.351264772,0.442192305,0.313690029,0.486333764,0.424795836,0.60634608,0.199790248,0.608889832,0.194290966,0.472945981,0.594562929,9.05185E-07,0.212254211,0.305439562,0.561108709,0.4724771,0.193101268,0.082084974,0.205129551,0.124721856,0.481184622,0.249573488,0.29713844,0.383178169,0.562286236,0.363507222,0.393770552,0.463758531,0.475448735,0.426290413,0.390380595,0.500063052,0.764758985,0.439380524,0.448355027,0.449697399,0.292485288,0.388199937,0.492663576,0.462673428,0.481745011,0.386151548,0.508098908,0.371409935,0.367584437,0.467305353,0.435008129,0.388283715,0.403549061,0.724342131,0.773786418,0.263759306,0.750784046,0.472656975,0.41628631,0.366030015,0.479139472,0.389565843,0.477577161,0.31186927,0.317415325,0.333585161,0.335859467,0.336814076,0.383268727,0.347720223,0.378923123,0.447541594,0.415545238,0.342300444,0.576933324,0.361140352,0.42991586,0.35373944,0.410228169,0.45621454,0.360888261,0.439173666,0.388141475,0.465024317,0.398183177,0.354559123,0.393817576,0.461656754,0.36143287,0.324712293,0.467080725,0.387634479,0.502684247,0.430513175,0.398331356,0.407462175,0.53949561,0.32676556,0.257925818,0.275593139,0.512764939,0.50603206,0.474594011,0.405856307,0.415069189,0.446011115,0.356053359,0.362969533,0.400807834,0.446940392,0.337617405,0.55557001,0.300516646,0.940313108,0.510292472,0.255997987,0.215339186,0.419190677,0.451916625,0.311797923,0.306956789,0.396246868,0.311279073,0.403266809,0.482292232,0.263564647,0.303161453,0.531258608,0.473744516,0.45320243,0.373929767,0.402814859,0.361054558,0.495817186,0.755895147,0.400980779,0.280246632,0.272894693,0.392352987,0.406506631,0.407154285,0.365827324,0.58213532,0.286155501,0.376899047,0.428398681,0.487750829,0.348231603,0.413905986,0.310984461,0.369312218,0.478902922,0.504369671,0.275044185,0.545579233,0.419853898,0.489165037,0.405224671,0.35905139,0.32256346,0.406511767,0.301650287,0.292590611,0.231579263,0.238065226,0.480261155,0.274577666,0.763383779,0.473171247,0.541770645,0.282638882,0.382321426,0.466265549,0.38854936,0.375056767,0.318320405,0.358919764,0.208150831,0.395476557,0.421378123,0.420465982,0.74201615,0.653003535,0.574176509,0.636816366,0.406990046,1.000001554,0.72815143,0.629131967,0.549941284,0.367828223,0.345983306,0.353076923,0.271573322,0.460751842,0.363091456,0.340528879,0.329901773,0.344235582,0.425178216,0.47886451,0.269893212,0.451408256,0.364670275,0.436506625,0.641497224,0.360424595,0.288889527,0.317936009,0.475056899,0.310386822,0.316929259,0.257102549,0.712879691,0.383243114,0.544485004,0.427276353,0.380973108,0.642959567,0.331211097,0.352408156,0.255841978,0.263591705,0.342871901,0.413299206,0.397902195,0.438718408,0.41036378,0.395786233,0.244661042,0.485772287,0.282797748,0.44356388,0.314368667,0.427968688,0.482387589,0.503587341,0.532378196,0.325179732,0.708267713,0.408250236,0.396922961,0.293601184,0.49829285,0.806146345,0.35886087,0.415427584,0.360782249,0.361860124,0.325317088,0.281920833,0.364619145,0.34457303,0.346561232,0.251455577,0.252913527,0.294572213,0.29167182,0.338262097,0.538674996,0.400780014,0.447334198,0.411626535,0.378163079,0.326875259,0.434611929,0.343900938,0.498848056,0.256374322,0.376619985,0.291852985,0.414120836,0.355825968,0.42519369,0.702902459,0.341835196,0.392751939,0.301364822,0.545993558,0.387162061,0.586898162,0.498756563,0.327720918,0.455514979,0.470944102,0.64841389,0.400436757,0.5940936,0.515821408,0.449503891,0.532891024,0.418066048,0.454981648,0.486937856,0.53011255,0.635761891,0.660644411,0.529205724,0.612355915,0.560898333,0.442341222,0.464858972,0.690194152,0.446620768,0.487446121,0.414915506,0.445407226,0.547394121,0.529718651,0.555694519,0.533251645,0.548527192,0.415569767,0.720900838,0.389417305,0.552133949,0.557743592,0.583894092,0.613082632,0.343484491,0.378173144,0.541108328,0.565539218,0.5072144,0.296480884,0.403763199,0.396513162,0.706464795,0.307832733,0.342554593,0.531487001,0.458614177,0.530375436,0.375946084,0.41245073,0.444333204,0.394910344,0.890486966,0.39253981,0.641606011,0.529901791,0.375416154,0.31579166,0.276010629,0.333952594,0.544125363,0.388621618,0.594027438,0.325842627,0.320907231,0.209714883,0.326745241,0.415340511
