"","FEC_ID","Year","X.x","C10","M01","M10","M20","M30","M40","M50","S10","S20","S50","R10","X_first_score","X_second_score","total_spent","STATE.ABBREVIATION","DISTRICT","X.1","candidate.last","X.y","X1","STATE","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman","Total population","18 years and over","Under 20","20 to 44 years","45 to 64 years","Over 65","Median age (years)","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races","Hispanic or Latino (of any race)","Born in United States","Foreign born","Percent Over 16 In labor force","Unemployment Rate","Median (dollars)","Median household income (dollars)","Mean household income (dollars)","All people","Percent high school graduate or higher","Percent bachelor's degree or higher"
"46","H0FL20104",2012,1313,0,0,0,1,0,0,0,0,0,0,0,0.259891312818797,0.111790363099077,10234,"FL","25",1883,"Blumenthal",9741,975,"Florida","","Stanley ","Blumenthal, Stanley ",NA,"NPA","","","","","31,664","15.81%",0,0.495153693,0.607776177,0.385374517,0.363507222,0.777618241,0.366313903,0.516483516,0.926079996,0.053229066,0.002958906,0.011946386,0,0.078729774,0.016461755,0.849953361,5.15379e-09,1.000000783,0.583434071,0.095238095,0.151051371,0.213068614,0.159756926,0.349514563,0.479591837,0.269230769
"47","H0FL25038",2010,443,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2000,"FL","25",2182,"Rivera",1239,1240,"Florida","","David","Rivera, David",NA,"R","19,228","62.72%","","","74,859","52.15%",0,0.495153693,0.607776177,0.385374517,0.363507222,0.777618241,0.366313903,0.516483516,0.926079996,0.053229066,0.002958906,0.011946386,0,0.078729774,0.016461755,0.849953361,5.15379e-09,1.000000783,0.583434071,0.095238095,0.151051371,0.213068614,0.159756926,0.349514563,0.479591837,0.269230769
"48","H0GA04080",2010,444,0.604208416833667,0,0,0.275551102204409,0,0,0,0,0,0,0.120240480961924,-0.298857293363957,0.0152566933883161,4990,"GA","04",2413,"Jones",12991,1300,"Georgia","","Vernon","Jones, Vernon",NA,"D","13,407","26.33%","","","","",0,0.468683907,0.362199826,0.637672554,0.500063052,0.584247483,0.138956616,0.285714286,0.136592571,0.907301492,0.014255255,0.075498445,0.012911523,0.116327033,0.068970105,0.104471988,0.71019677,0.278366173,0.757767194,0.357142857,0.070069204,0.245676758,0.173831787,0.249190939,0.775510204,0.330128205
"49","H0GA07117",2010,445,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,13940,"GA","07",2361,"Fincher",13241,1325,"Georgia","","Jef","Fincher, Jef",NA,"REP ","4,608","6.05%","","","","",0,0.58477839,0.237269989,0.764120292,0.448355027,0.627018777,0.081348676,0.274725275,0.437017762,0.314251248,0.022834035,0.278242887,0,0.214912749,0.097454527,0.217801804,0.51892174,0.471107818,0.817955145,0.095238095,0.134815012,0.421463225,0.339741023,0.15210356,0.81122449,0.559294872
"50","H0GA10244",2010,871,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,5000,"GA","10",2356,"Edwards",13531,1354,"Georgia","","Russell","Edwards, Russell",NA,"D","17,075","100.00%","","","66,905","32.64%",0,0.423575905,0.406086782,0.660466637,0.388199937,0.569741462,0.233638363,0.32967033,0.6382078,0.38395681,0.002097868,0.036240173,0.000994632,0.032685586,0.074717229,0.049331384,0.90562504,0.084437894,0.568604472,0.297619048,0.077189247,0.254323242,0.193658477,0.326860841,0.778061224,0.3125
"51","H0GA12034",2010,447,0.888143176733781,0,0.111856823266219,0,0,0,0,0,0,0,0,-0.566190736266812,-0.036280932070852,2682,"GA","12",2490,"Seaver",13661,1367,"Georgia","","Jeanne","Seaver, Jeanne",NA,"REP ","5,040","18.34%","","","","",1,0.377240803,0.434782266,0.636528812,0.462673428,0.458631756,0.225416155,0.267399267,0.522172193,0.508027609,0.003755306,0.02134568,0,0.06182106,0.109635809,0.062897117,0.915753183,0.062116044,0.519701548,0.416666667,0.03606601,0.161908143,0.115651826,0.478964401,0.716836735,0.193910256
"52","H0HI01157",2010,448,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,95333,"HI","01",2559,"Djou",14091,1410,"Hawaii","(I)","Charles ","Djou, Charles ",NA,"R","21,622","97.41%","","","82,723","46.77%",0,0.354952797,0.597257762,0.386530897,0.508098908,0.438240826,0.366703472,0.380952381,0.005554931,0.027213979,0.008462949,0.908346088,0.584952726,0.046123975,0.825690086,0.091814621,0.5538248,0.392203096,0.737765124,0.142857143,0.428067607,0.47004581,0.367844312,0.132686084,0.885204082,0.426282051
"53","H0HI01157",2012,939,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,25704,"HI","01",2560,"Djou",11382,1139,"Hawaii","","Charles K.","Djou, Charles K.",NA,"R","25,984","95.67%","","","96,824","45.39%",0,0.354952797,0.597257762,0.386530897,0.508098908,0.438240826,0.366703472,0.380952381,0.005554931,0.027213979,0.008462949,0.908346088,0.584952726,0.046123975,0.825690086,0.091814621,0.5538248,0.392203096,0.737765124,0.142857143,0.428067607,0.47004581,0.367844312,0.132686084,0.885204082,0.426282051
"54","H0HI01157",2014,1468,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,95791,"HI","01",2561,"Djou",8463,847,"Hawaii","","Charles","Djou, Charles",NA,"R","20,802","96.40%","","","86,454","48.07%",0,0.354952797,0.597257762,0.386530897,0.508098908,0.438240826,0.366703472,0.380952381,0.005554931,0.027213979,0.008462949,0.908346088,0.584952726,0.046123975,0.825690086,0.091814621,0.5538248,0.392203096,0.737765124,0.142857143,0.428067607,0.47004581,0.367844312,0.132686084,0.885204082,0.426282051
"55","H0IA03113",2010,449,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,3645,"IA","03",2646,"Funk",1874,1875,"Iowa","","Dave","Funk, Dave",NA,"R","9,989","21.61%","","","","",0,0.591075159,0.364976242,0.628928949,0.45621454,0.466096362,0.23380257,0.318681319,0.897354441,0.068775241,0.013102681,0.058958395,0.004460583,0.019161682,0.036730986,0.07021176,0.875609886,0.118251047,0.83980399,0.226190476,0.068006388,0.309515357,0.237792597,0.190938511,0.903061224,0.40224359
"56","H0ID02061",2010,450,0.145692158760891,0,0.854307841239109,0,0,0,0,0,0,0,0,0.178242516619169,0.167495444913757,16528,"ID","02",2744,"Heileson",1456,1457,"Idaho","","M.C. Chick","Heileson, M.C. Chick",NA,"R","18,644","24.07%","","","","",0,0.598617565,0.292964403,0.72805434,0.467305353,0.31799224,0.213430346,0.216117216,0.921397601,5.46181e-07,0.058593306,0.022075717,0.009908968,0.084509212,0.090014903,0.151461935,0.891175932,0.09799454,0.721712627,0.214285714,0.094423742,0.233674798,0.178057147,0.310679612,0.867346939,0.328525641
"57","H0IL05096",2012,1366,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"IL","05",3034,"Quigley",1238,1239,"Illinois","(I)","Mike","Quigley, Mike",NA,"D","37,967","100.00%","","","177,729","65.73%",0,0.389458055,0.61106925,0.358813873,0.773786418,0.394618221,0.154715849,0.26007326,0.786177002,0.035827671,0.014205215,0.118188366,0.006858627,0.200993368,0.0950805,0.237139733,0.633326505,0.350809193,0.949640919,0.071428571,0.189779079,0.533182886,0.516840498,0.148867314,0.903061224,0.748397436
"58","H0IL05096",2014,1469,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,-1000,"IL","05",3035,"Quigley",9132,914,"Illinois","(I)","Mike","Quigley, Mike",NA,"D","26,364","100.00%","","","116,364","63.23%",0,0.389458055,0.61106925,0.358813873,0.773786418,0.394618221,0.154715849,0.26007326,0.786177002,0.035827671,0.014205215,0.118188366,0.006858627,0.200993368,0.0950805,0.237139733,0.633326505,0.350809193,0.949640919,0.071428571,0.189779079,0.533182886,0.516840498,0.148867314,0.903061224,0.748397436
"59","H0IL10302",2012,1281,0,0,0.854402789886661,0,0,0.145597210113339,0,0,0,0,0,0.315632415301408,0.194217404198946,1147,"IL","10",2866,"Dold",12851,1286,"Illinois","(I)","Robert","Dold, Robert",NA,"R","36,647","100.00%","","","130,564","49.37%",0,0.327895411,0.413462058,0.617320798,0.366030015,0.647652587,0.253343818,0.366300366,0.655688297,0.098586192,0.023318386,0.18908057,0.000694285,0.266631618,0.092620777,0.273975268,0.579339928,0.409094705,0.792483837,0.226190476,0.125698696,0.452583802,0.451422867,0.139158576,0.803571429,0.546474359
"60","H0IN05128",2010,872,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"IN","05",3218,"Hanna",17731,1774,"Indiana","","Nasser","Hanna, Nasser",NA,"D","6,386","39.12%","","","","",0,0.485579712,0.391818482,0.592222137,0.415545238,0.616748328,0.237017284,0.351648352,0.848407786,0.121248983,0.008791015,0.060740527,0,0.018045817,0.0594432,0.046781271,0.902257056,0.087256605,0.785637373,0.154761905,0.088834176,0.383352773,0.360507972,0.148867314,0.943877551,0.605769231
"61","H0KS01156",2010,451,0.147328959700094,0,0.821180880974695,0.0314901593252109,0,0,0,0,0,0,0,0.174572361036079,0.164032832600115,5335,"KS","01",3455,"Jilka",1926,1927,"Kansas","","Alan ","Jilka, Alan ",NA,"DEM ","15,399","100.00%","","","44,068","22.85%",0,0.306224663,0.413088898,0.631070325,0.439173666,0.307810156,0.31204311,0.278388278,0.892994647,0.032674125,0.038435099,0.020296455,0.015236363,0.108515583,0.079371512,0.174472717,0.873558301,0.118026283,0.74357276,0.154761905,0.028613255,0.203923458,0.126354524,0.317152104,0.826530612,0.256410256
"62","H0KY04109",2010,874,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"KY","04",3630,"Waltz",20051,2006,"Kentucky","","John","Waltz, John",NA,"D","Unopposed","","","","66,694","30.52%",0,0.431229529,0.416865315,0.572109707,0.36143287,0.703181187,0.267046564,0.402930403,0.943406787,0.039893677,0.001038219,0.019558531,0.002189779,0.028620808,0.052714333,0.027677703,0.940190956,0.056398711,0.671927148,0.095238095,0.06181794,0.298071234,0.242401026,0.25566343,0.821428571,0.302884615
"63","H0KY06104",2012,940,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,13946,"KY","06",3527,"Barr",16011,1602,"Kentucky","","Garland ""Andy""","Barr, Garland ""Andy""",NA,"R","20,104","82.80%","","","153,222","50.57%",0,0.46619634,0.476660443,0.577663465,0.467080725,0.532104123,0.23304297,0.311355311,0.843429813,0.124635671,0.007777263,0.028024798,0.011621599,0.044295916,0.098362532,0.044857357,0.909417572,0.085502654,0.647008351,0.30952381,0.058424275,0.207515594,0.170064948,0.378640777,0.834183673,0.371794872
"64","H0LA01087",2014,1839,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,1000,"LA","01",3770,"Scalise",12171,1218,"Louisiana","(I)","Steve","Scalise, Steve",NA,"R","n/a","","","","189,250","77.56%",0,0.501632118,0.441009465,0.55609397,0.387634479,0.569044725,0.307782222,0.380952381,0.787388094,0.202567116,0.049028012,0.031868726,0.000420821,0.020416347,0.062086908,0.08963463,0.881944226,0.107717702,0.598825616,0.238095238,0.089366516,0.256689825,0.221442543,0.352750809,0.780612245,0.354166667
"65","H0MA04036",2010,452,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"MA","04",3832,"Frank",22971,2298,"Massachusetts","(I)","Barney","Frank, Barney",NA,"D","39,974","79.40%","","","126,194","53.90%",0,0.437772831,0.521404554,0.503952454,0.337617405,0.83458153,0.284317325,0.454212454,0.841061044,0.044592054,0.00602825,0.122087195,0.00085084,0.05629258,0.102122342,0.045715688,0.726196026,0.252370595,0.778941765,0.142857143,0.245475113,0.623730074,0.589669923,0.100323625,0.915816327,0.671474359
"66","H0MA09050",2010,830,0,0,0,0,0,1,0,0,0,0,0,0.264629948477297,0.116372821247358,1540,"MA","09",3819,"D'Alessandro",23541,2355,"Massachusetts","","MacDonald K.","D'Alessandro, MacDonald K.",NA,"D","23,109","35.16%","","","","",0,0.405658751,0.636569584,0.358694662,0.255997987,0.760267269,0.492821643,0.615384615,0.89291013,0.046219106,0.019748927,0.018489469,0,0.108839252,0.07228986,0.056771875,0.818986746,0.159677966,0.646724309,0.202380952,0.200958211,0.389691837,0.328394073,0.174757282,0.882653061,0.443910256
"67","H0MI01088",2012,941,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,306074,"MI","01",4267,"Benishek",19492,1950,"Michigan","(I)","Dan","Benishek, Dan",NA,"R","64,411","100.00%","","","167,060","48.14%",0,0.311051507,0.682667101,0.328484124,0.215339186,0.783885991,0.54264278,0.673992674,0.947198132,0.012374527,0.115420051,0.004214185,0.00606758,0.002718444,0.078071248,0.010623251,0.983424356,0.014344388,0.453041834,0.357142857,0.040857067,0.173200128,0.125042805,0.265372168,0.897959184,0.258012821
"68","H0MI01088",2014,1472,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,434646,"MI","01",4268,"Benishek",14333,1434,"Michigan","(I)","Dan","Benishek, Dan",NA,"R","49,540","69.74%","","","130,414","52.14%",0,0.311051507,0.682667101,0.328484124,0.215339186,0.783885991,0.54264278,0.673992674,0.947198132,0.012374527,0.115420051,0.004214185,0.00606758,0.002718444,0.078071248,0.010623251,0.983424356,0.014344388,0.453041834,0.357142857,0.040857067,0.173200128,0.125042805,0.265372168,0.897959184,0.258012821
"69","H0MI01153",2010,453,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,147424,"MI","01",4468,"McDowell",2389,2390,"Michigan","","Gary","McDowell, Gary",NA,"D","27,996","100.00%","","","94,824","40.87%",0,0.311051507,0.682667101,0.328484124,0.215339186,0.783885991,0.54264278,0.673992674,0.947198132,0.012374527,0.115420051,0.004214185,0.00606758,0.002718444,0.078071248,0.010623251,0.983424356,0.014344388,0.453041834,0.357142857,0.040857067,0.173200128,0.125042805,0.265372168,0.897959184,0.258012821
"70","H0MI01153",2012,942,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,105363,"MI","01",4469,"McDowell",19512,1952,"Michigan","","Gary","McDowell, Gary",NA,"D","36,339","100.00%","","","165,179","47.60%",0,0.311051507,0.682667101,0.328484124,0.215339186,0.783885991,0.54264278,0.673992674,0.947198132,0.012374527,0.115420051,0.004214185,0.00606758,0.002718444,0.078071248,0.010623251,0.983424356,0.014344388,0.453041834,0.357142857,0.040857067,0.173200128,0.125042805,0.265372168,0.897959184,0.258012821
"71","H0MI03126",2010,848,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,6500,"MI","03",4256,"Amash",24131,2414,"Michigan","","Justin","Amash, Justin",NA,"R","38,569","40.35%","","","133,714","59.68%",0,0.413343887,0.423618992,0.583909432,0.451916625,0.540372078,0.239537187,0.318681319,0.830050765,0.115660118,0.010932261,0.029863494,0.000466919,0.055376797,0.151637414,0.079745445,0.915190033,0.082286891,0.742121265,0.273809524,0.067340964,0.286170698,0.227734151,0.281553398,0.880102041,0.352564103
"72","H0MI03175",2010,454,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,5186,"MI","03",4478,"Miles",24191,2420,"Michigan","","Pat","Miles, Pat",NA,"D","14,114","68.53%","","","83,953","37.47%",0,0.413343887,0.423618992,0.583909432,0.451916625,0.540372078,0.239537187,0.318681319,0.830050765,0.115660118,0.010932261,0.029863494,0.000466919,0.055376797,0.151637414,0.079745445,0.915190033,0.082286891,0.742121265,0.273809524,0.067340964,0.286170698,0.227734151,0.281553398,0.880102041,0.352564103
"73","H0MI08091",2012,943,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,808,"MI","08",4352,"Enderle",20161,2017,"Michigan","","Lance","Enderle, Lance",NA,"D","29,322","100.00%","","","128,657","37.29%",0,0.391958597,0.5637577,0.528503629,0.403266809,0.712446393,0.254739468,0.377289377,0.858855775,0.082822353,0.015839014,0.084815634,0,0.009100768,0.08240395,0.048185353,0.859211679,0.139983704,0.72294613,0.273809524,0.10493745,0.370032287,0.302386052,0.197411003,0.954081633,0.514423077
"74","H0MI09115",2010,455,0.109927570681507,0,0.475097178332727,0.00886210464498448,0.00810984647221679,0.117838865740093,0.0156212422047596,0,0.0349562347940379,0.00192399116306384,0.22766296596661,0.207192711383284,0.155507360351502,357590,"MI","09",4514,"Raczkowski",24801,2481,"Michigan","","Rocky","Raczkowski, Rocky",NA,"R","33,459","41.97%","","","119,325","47.23%",0,0.350201953,0.625425305,0.351705057,0.482292232,0.709249912,0.306174552,0.41025641,0.751885034,0.199719566,0.021613658,0.08864948,0.000448309,0.007365998,0.104167233,0.018305031,0.806295743,0.18833443,0.722176009,0.273809524,0.057559223,0.269469378,0.20865038,0.187702265,0.862244898,0.33974359
"75","H0MI09131",2010,456,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,5476,"MI","09",4438,"Kuhn",24821,2483,"Michigan","","Richard D.","Kuhn, Richard D.",NA,"R","15,949","20.01%","","","","",0,0.350201953,0.625425305,0.351705057,0.482292232,0.709249912,0.306174552,0.41025641,0.751885034,0.199719566,0.021613658,0.08864948,0.000448309,0.007365998,0.104167233,0.018305031,0.806295743,0.18833443,0.722176009,0.273809524,0.057559223,0.269469378,0.20865038,0.187702265,0.862244898,0.33974359
"76","H0MI10071",2010,457,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"MI","04",4291,"Camp",24271,2428,"Michigan","(I)","Dave","Camp, Dave",NA,"R","76,619","100.00%","","","148,531","66.20%",0,0.321774736,0.56882275,0.475595811,0.311797923,0.686006928,0.388301768,0.47985348,0.96642846,0.018632166,0.034027263,0.010044394,0.001353449,0.01017065,0.052484437,0.028808448,0.984013139,0.013319992,0.45335542,0.30952381,0.03606601,0.195285427,0.151114671,0.323624595,0.875,0.213141026
"77","H0MI12127",2010,831,0,0,0,0,0,0.75,0,0,0.25,0,0,0.271838061636495,0.125780989080233,2000,"MI","12",4589,"Volaric",2509,2510,"Michigan","","Don","Volaric, Don",NA,"R","33,823","100.00%","","","71,372","34.97%",0,0.32552833,0.563732972,0.508187127,0.531258608,0.481107599,0.242247814,0.282051282,0.76495823,0.161218555,0.012408033,0.090333865,0.000581349,0.045814357,0.115837846,0.05973043,0.787861644,0.197226627,0.62824063,0.214285714,0.055962204,0.263637439,0.218325759,0.378640777,0.857142857,0.397435897
"78","H0MN05103",2010,458,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,3076,"MN","05",4765,"Torgerson",2594,2595,"Minnesota","","Lynne","Torgerson, Lynne",NA,"IND","","","","","8,548","3.74%",0,0.361601756,0.570246742,0.441765144,0.755895147,0.238146317,0.1762448,0.212454212,0.635611363,0.243063136,0.035054489,0.09333553,0.007536342,0.129625978,0.166479051,0.101171492,0.765982111,0.230716439,0.931432737,0.214285714,0.119443705,0.318204101,0.259494001,0.330097087,0.892857143,0.612179487
"79","H0MN08115",2012,1282,0,0,1,0,0,0,0,0,0,0,0,0.324323651994905,0.20748275659988,500,"MN","08",4651,"Cravaack",21912,2192,"Minnesota","(I)","Chip","Cravaack, Chip",NA,"R","20,471","100.00%","","","160,520","45.39%",0,0.263309502,0.547516779,0.438599271,0.272894693,0.716478519,0.438484295,0.542124542,0.951390821,0.00758494,0.100869324,0.006810256,0.002201856,0.009306082,0.077857674,0.010168657,0.981567746,0.016976101,0.620131716,0.178571429,0.069603407,0.258616901,0.167162914,0.229773463,0.920918367,0.232371795
"80","H0MO00019",2010,459,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"MO","03",4812,"Carnahan",26981,2699,"Missouri","(I)","Russ","Carnahan, Russ",NA,"D","36,976","80.14%","","","99,398","48.94%",1,0.507196705,0.433193752,0.547852218,0.376899047,0.66875198,0.283464397,0.406593407,0.940647343,0.05112901,0.016097965,0.015130566,0.001695217,0.010844009,0.052900353,0.019402519,0.968793612,0.025812344,0.688289966,0.119047619,0.06913761,0.325912403,0.22015404,0.15210356,0.869897959,0.291666667
"81","H0MO01066",2012,1283,0,0,1,0,0,0,0,0,0,0,0,0.324323651994905,0.20748275659988,500,"MO","01",4818,"Clay",22741,2275,"Missouri ","(I)","Lacy","Clay, Lacy",NA,"D","57,791","63.30%","","","267,927","78.67%",0,0.367902232,0.504777798,0.50444958,0.58213532,0.443675127,0.212266774,0.267399267,0.326288935,0.729156043,0.009551417,0.054201551,0.000613364,0.04939777,0.08778776,0.029338727,0.886236805,0.098585724,0.716845143,0.357142857,0.023289859,0.16145173,0.115112048,0.417475728,0.844387755,0.375
"82","H0MO02213",2014,1473,0.930735930735931,0,0,0.0692640692640693,0,0,0,0,0,0,0,-0.61336005265511,-0.0545991715322997,22638,"MO","02",4907,"Lieber",16871,1688,"Missouri","","Arthur ","Lieber, Arthur ",NA,"D","54,557","100.00%","","","75,384","32.62%",0,0.412674727,0.546291129,0.426761591,0.286155501,0.793162051,0.403476652,0.534798535,0.903064646,0.04672501,0.008642364,0.074916414,0.015610373,0.007658987,0.057197922,0.024574414,0.879408084,0.116753426,0.730699381,0.05952381,0.117048177,0.487034501,0.434788413,0.051779935,0.971938776,0.668269231
"83","H0MS01043",2010,777,0,0,1,0,0,0,0,0,0,0,0,0.324323651994905,0.20748275659988,2000,"MS","01",5121,"Nunnelee",2636,2637,"Mississippi",""," Alan ","Nunnelee,  Alan ",NA,"R","20,236","51.82%","","","121,074","55.26%",0,0.444371741,0.416416714,0.614164475,0.392352987,0.569280197,0.262463718,0.351648352,0.630262855,0.426923008,0.005527637,0.011055191,0.00082787,0.04614397,0.016219472,0.027022671,0.971566138,0.025788538,0.513746315,0.25,0.029611392,0.162127897,0.12439275,0.368932039,0.704081633,0.182692308
"84","H0MS01043",2012,944,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,5000,"MS","01",5122,"Nunnelee",22191,2220,"Mississippi","(I)","Alan","Nunnelee, Alan",NA,"R","43,518","57.28%","","","186,760","60.41%",0,0.444371741,0.416416714,0.614164475,0.392352987,0.569280197,0.262463718,0.351648352,0.630262855,0.426923008,0.005527637,0.011055191,0.00082787,0.04614397,0.016219472,0.027022671,0.971566138,0.025788538,0.513746315,0.25,0.029611392,0.162127897,0.12439275,0.368932039,0.704081633,0.182692308
